stage,scenario,selection_objective,universe_filter,holdings_count,single_name_cap,sector_cap,hold_bonus,regime_name,group_normalization,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,beta_vs_qqq,alpha_ann_vs_qqq,tracking_error_vs_qqq,information_ratio_vs_qqq,up_capture_vs_qqq,down_capture_vs_qqq,selected_from_in_sample,rolling_36m_alpha_mean,rolling_36m_alpha_median,rolling_36m_alpha_last,rolling_36m_alpha_positive_ratio,period
in_sample_ranking,grid_h20_cap9_sector35_hold05,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,20.0,0.09,0.35,0.05,qqq_breadth,sector,2018-01-02,2021-12-31,1.076333383489798,0.2006958498714277,-0.3483192535150073,0.2586023701088659,0.8370468757700927,0.8718393226242674,0.5761836242072124,3.3045236463331054,8.511651816312543,14.246031746031743,0.7091667534553648,-0.2464144305515472,0.5696098792378378,0.1925184033801192,-0.1347767691294114,0.3287357879179085,0.7091667534553648,0.0271595351997014,0.2048361709300652,-0.2464144305515472,0.5696098792378378,0.1925184033801192,,,,,,
in_sample_ranking,grid_h12_cap9_sector35_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,12.0,0.09,0.35,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,0.9635324000251776,0.1840224642699295,-0.3803808385245305,0.2870744940109259,0.7326635211145119,0.7786545595887917,0.4837847904845554,3.442212131596984,8.511651816312543,8.547619047619047,0.7532398990058139,-0.2476612658075945,0.5596294635412611,0.2224701018353019,-0.0974426521451018,0.3643278533754637,0.7532398990058139,0.0092614902386429,0.2285697950935334,-0.2476612658075945,0.5596294635412611,0.2224701018353019,,,,,,
in_sample_ranking,grid_h20_cap7_sector35_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,20.0,0.07,0.35,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.0725127960221692,0.2001423713685595,-0.3495794280049963,0.2587045617123008,0.835027658170549,0.8717186026461502,0.5725233103982852,3.1793522960932146,8.511651816312543,14.246031746031743,0.7095463089585746,-0.2485244167402873,0.5727451330553425,0.2030285204104055,-0.1249444248907677,0.3190624861233748,0.7095463089585746,0.0266213761907222,0.2048548417317137,-0.2485244167402873,0.5727451330553425,0.2030285204104055,,,,,,
in_sample_ranking,grid_h20_cap8_sector35_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,20.0,0.08,0.35,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.0725127960221692,0.2001423713685595,-0.3495794280049963,0.2587045617123008,0.835027658170549,0.8717186026461502,0.5725233103982852,3.1793522960932146,8.511651816312543,14.246031746031743,0.7095463089585746,-0.2485244167402873,0.5727451330553425,0.2030285204104055,-0.1249444248907677,0.3190624861233748,0.7095463089585746,0.0266213761907222,0.2048548417317137,-0.2485244167402873,0.5727451330553425,0.2030285204104055,,,,,,
in_sample_ranking,grid_h20_cap9_sector35_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,20.0,0.09,0.35,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.0725127960221692,0.2001423713685595,-0.3495794280049963,0.2587045617123008,0.835027658170549,0.8717186026461502,0.5725233103982852,3.1793522960932146,8.511651816312543,14.246031746031743,0.7095463089585746,-0.2485244167402873,0.5727451330553425,0.2030285204104055,-0.1249444248907677,0.3190624861233748,0.7095463089585746,0.0266213761907222,0.2048548417317137,-0.2485244167402873,0.5727451330553425,0.2030285204104055,,,,,,
in_sample_ranking,grid_h16_cap7_sector25_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,16.0,0.07,0.25,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.023977927215774,0.1930437772285338,-0.3730269557816886,0.2718526562829128,0.7859438687420232,0.8078024306765884,0.5175062397944006,3.1699644448252227,8.511651816312543,11.396825396825395,0.734858951552663,-0.2486007493172416,0.5664691892862114,0.2149847392962161,-0.1260330489295785,0.3372100315621018,0.734858951552663,0.0174999620701702,0.2143033201709502,-0.2486007493172416,0.5664691892862114,0.2149847392962161,,,,,,
in_sample_ranking,grid_h16_cap7_sector30_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,16.0,0.07,0.3,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.023977927215774,0.1930437772285338,-0.3730269557816886,0.2718526562829128,0.7859438687420232,0.8078024306765884,0.5175062397944006,3.1699644448252227,8.511651816312543,11.396825396825395,0.734858951552663,-0.2486007493172416,0.5664691892862114,0.2149847392962161,-0.1260330489295785,0.3372100315621018,0.734858951552663,0.0174999620701702,0.2143033201709502,-0.2486007493172416,0.5664691892862114,0.2149847392962161,,,,,,
in_sample_ranking,grid_h16_cap8_sector25_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,16.0,0.08,0.25,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.023977927215774,0.1930437772285338,-0.3730269557816886,0.2718526562829128,0.7859438687420232,0.8078024306765884,0.5175062397944006,3.1699644448252227,8.511651816312543,11.396825396825395,0.734858951552663,-0.2486007493172416,0.5664691892862114,0.2149847392962161,-0.1260330489295785,0.3372100315621018,0.734858951552663,0.0174999620701702,0.2143033201709502,-0.2486007493172416,0.5664691892862114,0.2149847392962161,,,,,,
in_sample_ranking,grid_h16_cap8_sector30_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,16.0,0.08,0.3,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.023977927215774,0.1930437772285338,-0.3730269557816886,0.2718526562829128,0.7859438687420232,0.8078024306765884,0.5175062397944006,3.1699644448252227,8.511651816312543,11.396825396825395,0.734858951552663,-0.2486007493172416,0.5664691892862114,0.2149847392962161,-0.1260330489295785,0.3372100315621018,0.734858951552663,0.0174999620701702,0.2143033201709502,-0.2486007493172416,0.5664691892862114,0.2149847392962161,,,,,,
in_sample_ranking,grid_h16_cap9_sector25_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,16.0,0.09,0.25,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.023977927215774,0.1930437772285338,-0.3730269557816886,0.2718526562829128,0.7859438687420232,0.8078024306765884,0.5175062397944006,3.1699644448252227,8.511651816312543,11.396825396825395,0.734858951552663,-0.2486007493172416,0.5664691892862114,0.2149847392962161,-0.1260330489295785,0.3372100315621018,0.734858951552663,0.0174999620701702,0.2143033201709502,-0.2486007493172416,0.5664691892862114,0.2149847392962161,,,,,,
in_sample_ranking,grid_h16_cap9_sector30_hold10,IR_vs_QQQ_then_CAGR_then_Sharpe,leadership_liquid,16.0,0.09,0.3,0.1,qqq_breadth,sector,2018-01-02,2021-12-31,1.023977927215774,0.1930437772285338,-0.3730269557816886,0.2718526562829128,0.7859438687420232,0.8078024306765884,0.5175062397944006,3.1699644448252227,8.511651816312543,11.396825396825395,0.734858951552663,-0.2486007493172416,0.5664691892862114,0.2149847392962161,-0.1260330489295785,0.3372100315621018,0.734858951552663,0.0174999620701702,0.2143033201709502,-0.2486007493172416,0.5664691892862114,0.2149847392962161,,,,,,
