comparison_layer,strategy,display_name,as_of,equity_cost_5bps
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2020-12-30,1.4071431115660704
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2020-12-31,1.3943336901190995
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-04,1.3793031863768512
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-05,1.4147355753531892
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-06,1.4449989267666992
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-07,1.5061297674742116
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-08,1.523079929745778
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-11,1.5053462218096867
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-12,1.5429623714975196
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-13,1.54950146257379
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-14,1.5801139763244239
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-15,1.547573282257283
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-19,1.568286603261668
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-20,1.5793135560397427
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-21,1.5767081460198697
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-22,1.578018004280371
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-25,1.5746623178755697
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-26,1.5429851273311226
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-27,1.4926338068474674
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-28,1.5477338961458298
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-01-29,1.5250606011289538
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-01,1.5606348969191726
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-02,1.609536970250733
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-03,1.61619660064492
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-04,1.6454612756782847
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-05,1.6647419076331387
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-08,1.6893321312935539
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-09,1.6913653204325203
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-10,1.6838641890634873
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-11,1.7071212681297983
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-12,1.7289626766720645
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-16,1.731472109424966
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-17,1.7153394076841613
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-18,1.6800261468441129
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-19,1.717572659835471
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-22,1.6486057063304616
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-23,1.6337275719612478
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-24,1.6409669250023728
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-25,1.5755012795405237
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-02-26,1.5994465615122369
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-01,1.6514504618796695
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-02,1.6118634396742026
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-03,1.553599278314214
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-04,1.4941912623312947
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-05,1.5033289609359608
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-08,1.4746645815338926
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-09,1.5484053837580836
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-10,1.5626081055306402
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-11,1.6295870651631035
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-12,1.6247240851466511
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-15,1.6539870586952807
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-16,1.6297775281283
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-17,1.6477669580993062
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-18,1.5852509975253826
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-19,1.6056502795526546
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-22,1.6005450641777577
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-23,1.5458311660869442
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-24,1.50626262398941
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-25,1.5208350342140466
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-26,1.5448980328084907
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-29,1.5066025000700274
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-30,1.5380728869060565
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-03-31,1.579516141499136
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-01,1.5922390082596198
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-05,1.6012581371064973
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-06,1.6175629560515112
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-07,1.6043519908087496
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-08,1.6220204989273759
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-09,1.6374107241434839
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-12,1.6440868251838636
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-13,1.6387739660011993
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-14,1.6544403612000311
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-15,1.6686222445045535
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-16,1.6859901780245468
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-19,1.664550676350067
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-20,1.6262894588910586
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-21,1.6677630159921906
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-22,1.6571523231581011
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-23,1.7030276629764076
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-26,1.7137510281939405
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-27,1.7271822201159746
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-28,1.6990247247072123
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-29,1.702284072103948
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-04-30,1.6813247888880345
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-03,1.7032312914289978
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-04,1.6928109006094374
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-05,1.6936382565210586
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-06,1.6943633015272495
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-07,1.725755199835645
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-10,1.6845232884523749
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-11,1.6761721123218907
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-12,1.604038439061523
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-13,1.6242516153772448
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-14,1.6782340688187518
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-17,1.678238592280344
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-18,1.651402905304671
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-19,1.6298855308462379
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-20,1.6281635208203518
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-21,1.6259085092209828
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-24,1.6468440266871136
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-25,1.6355558323138144
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-26,1.6610443807715494
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-27,1.6877083836842297
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-05-28,1.6863948299411737
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-01,1.7053078798345331
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-02,1.6972944925213378
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-03,1.685958485989484
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-04,1.6906218046109704
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-07,1.7024454115222143
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-08,1.7111609122766736
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-09,1.6894641110012194
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-10,1.675755610571883
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-11,1.6943207022427735
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-14,1.6632454327503468
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-15,1.6641019583363812
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-16,1.6508464979955924
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-17,1.6045817332888277
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-18,1.5689338617491961
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-21,1.6158967115463077
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-22,1.6231861343160139
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-23,1.634105681769467
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-24,1.6550669659179058
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-25,1.664234807479075
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-28,1.6440691828016845
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-29,1.6383006806504479
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-06-30,1.6510378384194437
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-01,1.64742873488077
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-02,1.6398512933942753
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-06,1.6098067170859611
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-07,1.6003828261138597
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-08,1.582092370472225
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-09,1.6213242248021738
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-12,1.630255053977423
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-13,1.5984398528593118
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-14,1.5849091451438444
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-15,1.5821506456091337
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-16,1.5604041055753823
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-19,1.538282373950135
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-20,1.5953416732778616
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-21,1.6269856824679316
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-22,1.6045824854962425
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-23,1.6135960538251646
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-26,1.6208001522229174
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-27,1.6059097137305423
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-28,1.6214583981999149
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-29,1.6257344694887825
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-07-30,1.6126782061501972
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-02,1.6041927824732563
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-03,1.630631828577226
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-04,1.6207866100544135
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-05,1.629666822240051
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-06,1.6345166283064487
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-09,1.6510410870376404
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-10,1.6636756009149465
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-11,1.6596370913673293
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-12,1.6683387746009377
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-13,1.6675576359474105
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-16,1.6533019445292496
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-17,1.6246205905939077
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-18,1.6048876567867854
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-19,1.5745564141931152
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-20,1.588248822137488
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-23,1.6221879021413679
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-24,1.654906661507956
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-25,1.667679327610898
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-26,1.654437367397772
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-27,1.6857753974557068
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-30,1.6723910073803216
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-08-31,1.6679801790947633
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-01,1.6749424361303993
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-02,1.6839138267006515
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-03,1.6816942586252426
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-07,1.6665908455931748
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-08,1.6494292954859207
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-09,1.6624110697747356
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-10,1.6451774885412853
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-13,1.6374067211718755
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-14,1.6251737901515126
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-15,1.663793752025461
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-16,1.663218610557157
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-17,1.6433314221251065
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-20,1.5972070000404528
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-21,1.5982974381954822
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-22,1.6320571340939138
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-23,1.6651090777258593
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-24,1.6545885035893473
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-27,1.6599230213488292
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-28,1.612125226117332
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-29,1.599597832668537
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-09-30,1.5772760728881596
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-01,1.5886610806660788
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-04,1.5703561402107
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-05,1.6009829943790095
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-06,1.58972505790205
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-07,1.6137193852212053
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-08,1.6040732032940934
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-11,1.6059515853632267
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-12,1.6135984500851133
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-13,1.6347926330661773
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-14,1.6639438840661132
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-15,1.668446954620466
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-18,1.70203636852908
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-19,1.6955592604295904
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-20,1.7034784978591302
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-21,1.7080568351769478
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-22,1.7299069807532126
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-25,1.7578327790833488
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-26,1.7512827500619943
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-27,1.7313319858563205
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-28,1.7643913197844285
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-10-29,1.7741300481581386
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-01,1.788739831265061
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-02,1.7995475337689446
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-03,1.8197051873744068
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-04,1.810904581498845
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-05,1.8130360922838151
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-08,1.8286164808924263
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-09,1.8253687831929781
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-10,1.7817213856454641
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-11,1.8036781640143547
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-12,1.818209303613721
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-15,1.818722180526096
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-16,1.8246892992978594
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-17,1.8145714394518553
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-18,1.8262802321336904
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-19,1.8234945969218126
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-22,1.81980713660429
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-23,1.8099804774314163
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-24,1.8192868336213517
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-26,1.7933282264317238
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-29,1.812595120410612
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-11-30,1.745576006095844
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-01,1.7063398857883245
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-02,1.7205289603463048
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-03,1.6947836794680764
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-06,1.686728709849399
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-07,1.7227015698282062
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-08,1.7249097680719023
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-09,1.700257485783526
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-10,1.7006557836329674
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-13,1.684581633264882
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-14,1.6688619960677862
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-15,1.6868061798479266
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-16,1.66731546551533
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-17,1.6747464480700942
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-20,1.6544515022870407
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-21,1.6823773235420887
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-22,1.690924135220295
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-23,1.6967893616807017
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-27,1.707690739480746
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-28,1.6955252681001252
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-29,1.6999005192943755
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-30,1.700608273315765
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2021-12-31,1.6972370111940172
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-03,1.687630439054555
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-04,1.679644934242819
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-05,1.613619862655657
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-06,1.6188676483597615
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-07,1.5988929125645133
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-10,1.5926548771729634
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-11,1.6061019726189718
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-12,1.6130740109063855
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-13,1.5732632073038855
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-14,1.5653327437772
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-18,1.5263089073059537
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-19,1.4995558191459852
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-20,1.4704524912112
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-21,1.4414072583847095
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-24,1.4510966572977442
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-25,1.4171269334430596
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-26,1.4165646008528674
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-27,1.3982957468858153
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-28,1.4289981305593398
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-01-31,1.4956908857460296
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-01,1.50582737983859
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-02,1.518204877124378
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-03,1.5057255813399615
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-04,1.5051680567325094
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-07,1.505469864805857
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-08,1.520520083991417
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-09,1.536649369037396
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-10,1.5242578855581925
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-11,1.5140546409349622
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-14,1.508022852003637
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-15,1.5257385916959163
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-16,1.5313704262166392
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-17,1.5158258309702
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-18,1.512762000185225
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-22,1.4997461754561345
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-23,1.4882204606389118
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-24,1.5114817674409002
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-25,1.530639297367659
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-02-28,1.532706278471944
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-01,1.518543927405993
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-02,1.5427038918816391
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-03,1.5420038492509092
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-04,1.5410458524942803
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-07,1.517206746982922
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-08,1.5169661939804553
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-09,1.5322587009607378
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-10,1.5387212685911176
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-11,1.5314553639248074
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-14,1.5208577884294654
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-15,1.536578389632599
full_strategy,russell_1000_multi_factor_defensive,defensive_baseline,2022-03-16,1.54674552893602
