comparison_layer,strategy,display_name,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,research_group,universe_filter,holdings_count,single_name_cap,sector_cap,regime_name,benchmark_symbol,breadth_mode,soft_defense_exposure,hard_defense_exposure,hold_bonus,group_normalization,residual_proxy
research_only,struct_h12_cap6_sector20,struct_h12_cap6_sector20,0.0,2023+,2023-01-03,2026-04-02,1.2468762128002382,0.2834131468914747,-0.2239928625137506,0.20914515863182623,1.3022771871895564,1.7758621495232034,1.2652775794321407,3.3812594936708864,12.020886075949367,11.101840490797546,0.629186000863267,0.018423623269331127,0.9015283501684869,0.5978302194202224,-0.10941458589457898,0.2834131468914747,offensive_ablation,leadership_liquid,12,0.06,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector20,struct_h12_cap6_sector20,5.0,Full Sample,2018-01-02,2026-04-02,2.0440060112576317,0.14452422757518413,-0.2813076299365479,0.1922702829714886,0.8002172375703781,0.9135665027514671,0.5137586478112349,3.0146464143426295,9.579930278884461,8.852459016393443,0.4475137018900538,-0.19278241763051931,0.5277567736563983,0.26289976571597673,-0.11085542159515815,0.2812440897419135,offensive_ablation,leadership_liquid,12,0.06,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector20,struct_h12_cap6_sector20,5.0,2022,2022-01-03,2022-12-30,-0.11085542159515815,-0.1120844862755308,-0.11707100053271002,0.09353999772983629,-1.2139299346863854,-1.098376013440143,-0.9574060678179138,3.27814404432133,6.070637119113573,3.7768924302788847,0.11792534359666265,0.7792131462385251,-0.0011209241210952186,0.1818337528414463,-0.11085542159515815,0.2812440897419135,offensive_ablation,leadership_liquid,12,0.06,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector20,struct_h12_cap6_sector20,5.0,2023+,2023-01-03,2026-04-02,1.2345795315445223,0.2812440897419135,-0.22408022105811365,0.20915650574131806,1.2940978932398368,1.7642375244158486,1.2551044818407904,3.3812594936708864,12.020886075949367,11.101840490797546,0.6292059861803797,0.009165733301733184,0.8982639307484782,0.6025598553549759,-0.11085542159515815,0.2812440897419135,offensive_ablation,leadership_liquid,12,0.06,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector30,struct_h12_cap6_sector30,0.0,Full Sample,2018-01-02,2026-04-02,1.9315483929578154,0.13931154438067028,-0.29719610936092467,0.1974555792128779,0.7612157871588551,0.8597696417890721,0.4687529210265865,3.0170717131474105,9.579930278884461,8.852459016393443,0.4621922103073058,-0.2090783298214629,0.5190944724684731,0.2638999008613785,-0.10880551207175249,0.26399535742099145,offensive_ablation,leadership_liquid,12,0.06,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector30,struct_h12_cap6_sector30,0.0,2022,2022-01-03,2022-12-30,-0.10880551207175249,-0.11001328233119012,-0.11987000274126192,0.09614825834192274,-1.154377375363011,-1.0577320012261664,-0.9177715843441882,3.2882617728531858,6.070637119113573,3.7768924302788847,0.12095311630897275,0.7884506855489788,0.0,0.17873176636103305,-0.10880551207175249,0.26399535742099145,offensive_ablation,leadership_liquid,12,0.06,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector30,struct_h12_cap6_sector30,0.0,2023+,2023-01-03,2026-04-02,1.1384459019082627,0.26399535742099145,-0.22607063356539492,0.21068866720616397,1.2216277783853082,1.6456672615487062,1.1677560825016493,3.378177215189874,12.020886075949367,11.101840490797546,0.6411804320728541,-0.06363679047382487,0.8728403151633081,0.6387158915888318,-0.10880551207175249,0.26399535742099145,offensive_ablation,leadership_liquid,12,0.06,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector30,struct_h12_cap6_sector30,5.0,Full Sample,2018-01-02,2026-04-02,1.895330342789113,0.13759531584197937,-0.29731905772349254,0.1974535581259235,0.7535685433528845,0.8514106430489918,0.4627867345454302,3.0170717131474105,9.579930278884461,8.852459016393443,0.4621978510302883,-0.21634560261086047,0.5164460272299626,0.2666131338139264,-0.11025139210526791,0.2618617737750304,offensive_ablation,leadership_liquid,12,0.06,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector30,struct_h12_cap6_sector30,5.0,2022,2022-01-03,2022-12-30,-0.11025139210526791,-0.11147418797498365,-0.1198700027412618,0.09612719022703545,-1.1716024149677515,-1.0405068792425678,-0.9299590007985531,3.2882617728531858,6.070637119113573,3.7768924302788847,0.12089460912126418,0.7828928621988235,-0.0011209241210952186,0.18081454460681395,-0.11025139210526791,0.2618617737750304,offensive_ablation,leadership_liquid,12,0.06,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector30,struct_h12_cap6_sector30,5.0,2023+,2023-01-03,2026-04-02,1.1267571606327387,0.2618617737750304,-0.22617755926057426,0.21069674653997839,1.2135389046154992,1.6344741519958652,1.1577708002116387,3.378177215189874,12.020886075949367,11.101840490797546,0.6412036513782908,-0.07292528879795218,0.8696612841538758,0.6436689829951701,-0.11025139210526791,0.2618617737750304,offensive_ablation,leadership_liquid,12,0.06,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector40,struct_h12_cap6_sector40,0.0,Full Sample,2018-01-02,2026-04-02,1.871457997431699,0.13645375618959021,-0.2866279565057478,0.19846525771537266,0.7456276961133788,0.846916596639225,0.4760657608318604,3.002519920318725,9.579930278884461,8.852459016393443,0.4672142288272923,-0.22069369025194227,0.5111805608576343,0.26213662411158206,-0.10880551207175249,0.2550182963160077,offensive_ablation,leadership_liquid,12,0.06,0.4,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector40,struct_h12_cap6_sector40,0.0,2022,2022-01-03,2022-12-30,-0.10880551207175249,-0.11001328233119012,-0.11987000274126192,0.09614825834192274,-1.154377375363011,-1.0577320012261664,-0.9177715843441882,3.2882617728531858,6.070637119113573,3.7768924302788847,0.12095311630897275,0.7884506855489788,0.0,0.17873176636103305,-0.10880551207175249,0.2550182963160077,offensive_ablation,leadership_liquid,12,0.06,0.4,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector40,struct_h12_cap6_sector40,0.0,2023+,2023-01-03,2026-04-02,1.0895637582040956,0.2550182963160077,-0.22607063356539492,0.21305796170770105,1.1768314537580704,1.575296033556952,1.1280469837858846,3.378177215189874,12.020886075949367,11.101840490797546,0.6500277495720287,-0.09963792746035725,0.8494714068337044,0.626023854797287,-0.10880551207175249,0.2550182963160077,offensive_ablation,leadership_liquid,12,0.06,0.4,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector40,struct_h12_cap6_sector40,5.0,Full Sample,2018-01-02,2026-04-02,1.836156799959439,0.1347502973255954,-0.28675262905389143,0.19846227088248666,0.7380595238342171,0.8385477318400371,0.46991826289505734,3.002519920318725,9.579930278884461,8.852459016393443,0.46721712356088574,-0.22794083641490528,0.5085438951391248,0.264830032454918,-0.11025139210526791,0.2529001170932128,offensive_ablation,leadership_liquid,12,0.06,0.4,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector40,struct_h12_cap6_sector40,5.0,2022,2022-01-03,2022-12-30,-0.11025139210526791,-0.11147418797498365,-0.1198700027412618,0.09612719022703545,-1.1716024149677515,-1.0405068792425678,-0.9299590007985531,3.2882617728531858,6.070637119113573,3.7768924302788847,0.12089460912126418,0.7828928621988235,-0.0011209241210952186,0.18081454460681395,-0.11025139210526791,0.2529001170932128,offensive_ablation,leadership_liquid,12,0.06,0.4,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector40,struct_h12_cap6_sector40,5.0,2023+,2023-01-03,2026-04-02,1.0781435596636588,0.2529001170932128,-0.22617755926057448,0.21306479234132158,1.1688410770579196,1.564264514886404,1.1181485816718528,3.378177215189874,12.020886075949367,11.101840490797546,0.6500438848978161,-0.10888293821051517,0.846319471150787,0.6310609138087938,-0.11025139210526791,0.2529001170932128,offensive_ablation,leadership_liquid,12,0.06,0.4,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector20,struct_h12_cap8_sector20,0.0,Full Sample,2018-01-02,2026-04-02,3.0913740109349677,0.1863102417514435,-0.3608384866769411,0.25270382487836185,0.804761517024662,0.9193290670223512,0.5163258594370704,3.9386852589641435,9.579930278884461,8.852459016393443,0.5841621436682392,0.0410097122362361,0.6917669176703958,0.34547658304504997,-0.13248945650835575,0.37060755849250615,offensive_ablation,leadership_liquid,12,0.08,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector20,struct_h12_cap8_sector20,0.0,2022,2022-01-03,2022-12-30,-0.13248945650835575,-0.13393980264628924,-0.1534740624251687,0.10777617809006564,-1.2695579679686235,-1.0995705594474419,-0.8727194714846098,3.6626177285318557,6.070637119113573,3.7768924302788847,0.1320332912129774,0.7006422476460547,0.0,0.21847848942325393,-0.13248945650835575,0.37060755849250615,offensive_ablation,leadership_liquid,12,0.08,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector20,struct_h12_cap8_sector20,0.0,2023+,2023-01-03,2026-04-02,1.7809586072290378,0.37060755849250615,-0.25741104094776324,0.27305856429732167,1.295844248053046,1.7967964969851982,1.4397500477367404,4.472386075949367,12.020886075949367,11.101840490797546,0.8164625692840597,0.3808967128803915,1.1731070418046674,0.7864659964066167,-0.13248945650835575,0.37060755849250615,offensive_ablation,leadership_liquid,12,0.08,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector20,struct_h12_cap8_sector20,5.0,Full Sample,2018-01-02,2026-04-02,3.0254917245375914,0.18397718143372677,-0.3609613431658363,0.25270483831642965,0.7969498500157309,0.9106128599714113,0.5096866601285951,3.9386852589641435,9.579930278884461,8.852459016393443,0.584173339452504,0.032538621539577504,0.6881661307681276,0.3488080410853336,-0.13405676456911542,0.3675429883187875,offensive_ablation,leadership_liquid,12,0.08,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector20,struct_h12_cap8_sector20,5.0,2022,2022-01-03,2022-12-30,-0.13405676456911542,-0.13552289439865306,-0.15347406242516892,0.10775089927723322,-1.2867207395652906,-1.0960819423053278,-0.8830345157816585,3.6626177285318557,6.070637119113573,3.7768924302788847,0.13195894582992163,0.6944556070516118,-0.0011209241210952186,0.22084982453676846,-0.13405676456911542,0.3675429883187875,offensive_ablation,leadership_liquid,12,0.08,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector20,struct_h12_cap8_sector20,5.0,2023+,2023-01-03,2026-04-02,1.7608357773989716,0.3675429883187875,-0.25758583365613263,0.27307549912153944,1.2875490743537492,1.7845737851655727,1.426875783896732,4.472386075949367,12.020886075949367,11.101840490797546,0.8164984055103842,0.3708027579109203,1.1688161517827247,0.7929691297973112,-0.13405676456911542,0.3675429883187875,offensive_ablation,leadership_liquid,12,0.08,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector30,struct_h12_cap8_sector30,0.0,Full Sample,2018-01-02,2026-04-02,2.812602517882649,0.17620167664882458,-0.3799909230133056,0.2597153042129271,0.7570481637501446,0.8551924180314633,0.46369969906532416,3.9459611553784857,9.579930278884461,8.852459016393443,0.6037421814368423,0.011886137777965385,0.6767528672018029,0.35019275592290283,-0.13179398393428932,0.342839400430496,offensive_ablation,leadership_liquid,12,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector30,struct_h12_cap8_sector30,0.0,2022,2022-01-03,2022-12-30,-0.13179398393428932,-0.13323731547483086,-0.15711833341206405,0.11175640157882723,-1.2132090005404166,-1.015132963031595,-0.8480061656802202,3.6929709141274234,6.070637119113573,3.7768924302788847,0.13599394419735206,0.7046164584772884,0.0,0.21731133773225153,-0.13179398393428932,0.342839400430496,offensive_ablation,leadership_liquid,12,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector30,struct_h12_cap8_sector30,0.0,2023+,2023-01-03,2026-04-02,1.6022877460471685,0.342839400430496,-0.2600726629764135,0.2751573700464011,1.2133623119267527,1.6605150454361124,1.3182446648058075,4.4631392405063295,12.020886075949367,11.101840490797546,0.8324551442301759,0.29154782404596047,1.134651031462093,0.8408922967356949,-0.13179398393428932,0.342839400430496,offensive_ablation,leadership_liquid,12,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector30,struct_h12_cap8_sector30,5.0,Full Sample,2018-01-02,2026-04-02,2.751122997694218,0.17388522461301026,-0.380134199411135,0.25971263579464215,0.7494441614439229,0.8468744380128174,0.4574311516363838,3.9459611553784857,9.579930278884461,8.852459016393443,0.603751874403201,0.003503566980157418,0.6732333993814358,0.3536870238374099,-0.1333747255596328,0.33984464449290464,offensive_ablation,leadership_liquid,12,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector30,struct_h12_cap8_sector30,5.0,2022,2022-01-03,2022-12-30,-0.1333747255596328,-0.13483399100706106,-0.15711833341206416,0.1117235070734047,-1.2299662513233833,-1.008619387538611,-0.8581684140796009,3.6929709141274234,6.070637119113573,3.7768924302788847,0.13591730270179964,0.698386453726823,-0.0011209241210952186,0.2196984241380214,-0.1333747255596328,0.33984464449290464,offensive_ablation,leadership_liquid,12,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap8_sector30,struct_h12_cap8_sector30,5.0,2023+,2023-01-03,2026-04-02,1.5835061037983449,0.33984464449290464,-0.260265760294179,0.27516933535630866,1.2051741029461047,1.6487546076456925,1.3057600973281211,4.4631392405063295,12.020886075949367,11.101840490797546,0.8324937914448012,0.2814775243003553,1.130479122517976,0.847666392044443,-0.1333747255596328,0.33984464449290464,offensive_ablation,leadership_liquid,12,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
