comparison_layer,strategy,display_name,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,research_group,universe_filter,holdings_count,single_name_cap,sector_cap,regime_name,benchmark_symbol,breadth_mode,soft_defense_exposure,hard_defense_exposure,hold_bonus,group_normalization,residual_proxy
research_only,universe_full_eligible,universe_full_eligible,5.0,2022,2022-01-03,2022-12-30,-0.16213332881554554,-0.1638764325489267,-0.1810198530571402,0.11668049230271521,-1.4632352823859565,-1.253877921816423,-0.9052953572843634,3.7056180747922443,6.070637119113573,5.035856573705179,0.14279457368071843,0.5866812039174036,-0.0011209241210952186,0.2661596853353931,-0.16213332881554554,0.35255291109186015,offensive_ablation,full_eligible,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_full_eligible,universe_full_eligible,5.0,2023+,2023-01-03,2026-04-02,1.6638560466504577,0.35255291109186015,-0.23104458287573337,0.27956407048917653,1.2245013550431132,1.6855181701698674,1.5259085787848992,4.334454113924051,12.020886075949367,14.802453987730061,0.8640122632131645,0.32971094597172895,1.1249783130600501,0.7487119967493425,-0.16213332881554554,0.35255291109186015,offensive_ablation,full_eligible,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_liquid_50m,universe_liquid_50m,0.0,Full Sample,2018-01-02,2026-04-02,3.141429877869429,0.18806087974103525,-0.4662713252981918,0.2637399046984919,0.787926801010672,0.8587305099341878,0.4033292839116061,3.809234935258964,9.579930278884461,11.80327868852459,0.6364614214561722,0.06022599871466014,0.6942253894537922,0.33454414049227993,-0.15439051897864087,0.3923483652147417,offensive_ablation,liquid_50m,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_liquid_50m,universe_liquid_50m,0.0,2022,2022-01-03,2022-12-30,-0.15439051897864087,-0.15605834161473664,-0.1790550432330804,0.11535750737683859,-1.4012673877324326,-1.2244363974031642,-0.8715663004900208,3.6297351108033244,6.070637119113573,5.035856573705179,0.14880063924991443,0.6229919792396061,0.0,0.253964680145623,-0.15439051897864087,0.3923483652147417,offensive_ablation,liquid_50m,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_liquid_50m,universe_liquid_50m,0.0,2023+,2023-01-03,2026-04-02,1.9266378625663374,0.3923483652147417,-0.22969366000991776,0.27590535538924305,1.342590354809467,1.8476942818914424,1.7081375480620615,4.222721518987342,12.020886075949367,14.802453987730061,0.8669289940587089,0.4668477421928739,1.1632960185962258,0.6172202389668644,-0.15439051897864087,0.3923483652147417,offensive_ablation,liquid_50m,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_liquid_50m,universe_liquid_50m,5.0,Full Sample,2018-01-02,2026-04-02,3.0770192351563477,0.18580473005596776,-0.46636721510365886,0.2637294568313378,0.7807218971685823,0.8515466345167295,0.3984086446013774,3.809234935258964,9.579930278884461,11.80327868852459,0.6364646720182001,0.05201565495013617,0.6907443513173047,0.33773088960986136,-0.1559058592046817,0.3894136988101955,offensive_ablation,liquid_50m,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_liquid_50m,universe_liquid_50m,5.0,2022,2022-01-03,2022-12-30,-0.1559058592046817,-0.15758848162817063,-0.17905504323308052,0.1153459484575793,-1.4170208110232938,-1.220369320869264,-0.8801119409020705,3.6297351108033244,6.070637119113573,5.035856573705179,0.14872755391744702,0.6167927861814749,-0.0011209241210952186,0.25630151586077504,-0.1559058592046817,0.3894136988101955,offensive_ablation,liquid_50m,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_liquid_50m,universe_liquid_50m,5.0,2023+,2023-01-03,2026-04-02,1.9066723518493727,0.3894136988101955,-0.22986555694514832,0.2759093079225044,1.334894552667678,1.8366088640046248,1.6940932951652228,4.222721518987342,12.020886075949367,14.802453987730061,0.8669380369936031,0.4570928122413127,1.1593960200317237,0.6236804270088363,-0.1559058592046817,0.3894136988101955,offensive_ablation,liquid_50m,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_leadership_liquid,universe_leadership_liquid,0.0,Full Sample,2018-01-02,2026-04-02,2.715579490824457,0.17253073736292612,-0.3728767879785576,0.25550656800540367,0.7530333525120412,0.8424628702778963,0.4627017366735297,3.8577409113545813,9.579930278884461,11.80327868852459,0.6126966054562466,-0.006153425141650513,0.6670457142614694,0.35960135698661166,-0.15509523200605835,0.31834050168371664,offensive_ablation,leadership_liquid,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_leadership_liquid,universe_leadership_liquid,0.0,2022,2022-01-03,2022-12-30,-0.15509523200605835,-0.1567699413418765,-0.16593827614097512,0.10969810672107719,-1.4868713036874315,-1.1989759550928014,-0.9447485232924226,3.730912396121884,6.070637119113573,5.035856573705179,0.13161283059569037,0.6099847149176609,0.0,0.2600545614776624,-0.15509523200605835,0.31834050168371664,offensive_ablation,leadership_liquid,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_leadership_liquid,universe_leadership_liquid,0.0,2023+,2023-01-03,2026-04-02,1.4513871679873818,0.31834050168371664,-0.23124383390695058,0.2696340784900374,1.164098211030813,1.59357405549437,1.3766442819479139,4.423069620253164,12.020886075949367,14.802453987730061,0.8347984280674579,0.20857478438388466,1.0583396880602474,0.7905458751977053,-0.15509523200605835,0.31834050168371664,offensive_ablation,leadership_liquid,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_leadership_liquid,universe_leadership_liquid,5.0,Full Sample,2018-01-02,2026-04-02,2.656972014427413,0.17027226256599892,-0.37302695578168854,0.2555068142853254,0.7454685293912566,0.8343505275091319,0.45646101421595275,3.8577409113545813,9.579930278884461,11.80327868852459,0.6127069594732573,-0.014594468126391832,0.6635389318425475,0.3628629735129287,-0.15665114419875414,0.3154238417006321,offensive_ablation,leadership_liquid,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_leadership_liquid,universe_leadership_liquid,5.0,2022,2022-01-03,2022-12-30,-0.15665114419875414,-0.15834103369454133,-0.165938276140975,0.10968210664609651,-1.5039651189614671,-1.205291059439916,-0.9542164555212124,3.730912396121884,6.070637119113573,5.035856573705179,0.1315349019673401,0.6036975726793589,-0.0011209241210952186,0.2624635497292259,-0.15665114419875414,0.3154238417006321,offensive_ablation,leadership_liquid,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,universe_leadership_liquid,universe_leadership_liquid,5.0,2023+,2023-01-03,2026-04-02,1.4338354479528697,0.3154238417006321,-0.23145973561681488,0.2696540189077112,1.1557848166264428,1.5810409471676061,1.3627590166387344,4.423069620253164,12.020886075949367,14.802453987730061,0.8348343591171368,0.19824995460380937,1.0542126510232326,0.7971533582463123,-0.15665114419875414,0.3154238417006321,offensive_ablation,leadership_liquid,16,0.08,0.3,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector20,struct_h12_cap6_sector20,0.0,Full Sample,2018-01-02,2026-04-02,2.0820646802175897,0.14625004420947652,-0.2812029889357561,0.1922697124179831,0.8080747180180191,0.9223375694943644,0.5200870899807147,3.0146464143426295,9.579930278884461,8.852459016393443,0.4475071819808535,-0.185494273899662,0.5304701941351111,0.26031045655793983,-0.10941458589457898,0.2834131468914747,offensive_ablation,leadership_liquid,12,0.06,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
research_only,struct_h12_cap6_sector20,struct_h12_cap6_sector20,0.0,2022,2022-01-03,2022-12-30,-0.10941458589457898,-0.11062868906376955,-0.11707100053271002,0.09355700144069162,-1.1963246729581214,-1.1083332034509472,-0.9449709027886845,3.27814404432133,6.070637119113573,3.7768924302788847,0.11798262657069171,0.7847527315525512,0.0,0.17975392247295682,-0.10941458589457898,0.2834131468914747,offensive_ablation,leadership_liquid,12,0.06,0.2,qqq_xlk_smh_breadth,QQQ,sector_etf,0.6,0.0,0.1,sector,simple_excess_return_vs_QQQ
