strategy,family,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,beta_vs_qqq,alpha_ann_vs_qqq,tracking_error_vs_qqq,information_ratio_vs_qqq,up_capture_vs_qqq,down_capture_vs_qqq,rolling_36m_alpha_mean,rolling_36m_alpha_median,rolling_36m_alpha_last,rolling_36m_alpha_positive_ratio,Average Stock Weight,Average BOXX Weight,Overlay Trigger Frequency,Average Days In Throttle,Average Days Trimmed,Days In Throttle Share,Days Trimmed Share,Degraded Signal Share,overlay_trigger_frequency,average_days_in_throttle,average_days_trimmed,days_in_throttle_share,days_trimmed_share,degraded_signal_share
russell_1000_multi_factor_defensive,reference,0.0,Full Sample,2018-01-02,2026-04-02,2.538178055078061,0.16559516064907287,-0.2730484175464801,0.201047263416303,0.8646969497235207,1.0403792239790637,0.6064681206983525,3.9264577108233722,10.428784860557768,20.644165863066537,0.46519418006340646,-0.09477766471545218,0.5987937558678048,0.2902658221424805,-0.13824001776887718,0.3103099651215735,0.46519418006340646,0.08368387257415473,0.21069216503991536,-0.09477766471545218,0.5987937558678048,0.2902658221424805,0.05767391280170744,0.0633881419611204,0.10933524453195709,0.9203942380591357,0.6883799421407907,0.31162005785920927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,0.0,OOS Sample,2022-01-03,2026-04-02,1.071043284702037,0.18715779728000648,-0.25408275519467394,0.21895931198687688,0.895998873842317,1.1636566229106875,0.7366017309463183,4.530278225806453,12.253548387096775,24.0,0.568973379311828,0.3557833694276506,0.8310305609345163,0.4092758641660046,-0.13824001776887718,0.3103099651215735,0.568973379311828,0.12525372982915334,0.20101530263786468,0.3557833694276506,0.8310305609345163,0.4092758641660046,0.08054177432715479,0.07527554421448933,0.10933524453195788,1.0,0.7592870544090055,0.2407129455909944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,0.0,2022,2022-01-03,2022-12-30,-0.13824001776887718,-0.13974811002293708,-0.17144434318856605,0.11751977166385677,-1.211817355665259,-1.3557589284939886,-0.8151223156382167,3.3304189750692523,12.141274238227146,24.0,0.19685451034449458,0.7299178565958201,0.19385532100397534,0.30669306006973396,-0.13824001776887718,0.3103099651215735,0.19685451034449458,-0.07470621386039022,0.27609714538354835,0.7299178565958201,0.19385532100397534,0.30669306006973396,,,,,0.3772908366533863,0.6227091633466137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,0.0,2023+,2023-01-03,2026-04-02,1.403271592329042,0.3103099651215735,-0.25408275519467394,0.24139556176087082,1.2447110572520121,1.6850627853586875,1.2212948686101077,4.911097046413502,12.329113924050633,24.0,0.8670852215551416,0.18374643945109892,0.9721196687988737,0.5878751844111613,-0.13824001776887718,0.3103099651215735,0.8670852215551416,0.06723063075770802,0.17131166766613473,0.18374643945109892,0.9721196687988737,0.5878751844111613,0.07887835995601013,0.08266606547947547,0.1093352445319587,1.0,0.8769325153374231,0.12306748466257668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,5.0,Full Sample,2018-01-02,2026-04-02,2.48139574393527,0.16331062031314847,-0.2761975873275607,0.20104565807249608,0.8549194866751278,1.0286443089448685,0.5912818496834578,3.9264577108233722,10.428784860557768,20.644165863066537,0.46509728416371815,-0.10410185123771794,0.5952101767395332,0.2935293150493393,-0.13965933707208145,0.3070940420390593,0.46509728416371815,0.08173554771441388,0.21071686760854394,-0.10410185123771794,0.5952101767395332,0.2935293150493393,0.05560241904317002,0.061383688686133156,0.10694868856131415,0.9143290371493555,0.6883799421407907,0.31162005785920927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,5.0,OOS Sample,2022-01-03,2026-04-02,1.0512136613648755,0.18446943665750348,-0.2543933164893194,0.21897443101811265,0.8855596641926721,1.1503033015067359,0.7251347606266549,4.530278225806453,12.253548387096775,24.0,0.5689186675942325,0.34442519834026974,0.8269148961119414,0.4130457346026576,-0.13965933707208145,0.3070940420390593,0.5689186675942325,0.12298817734755159,0.20104663844095214,0.34442519834026974,0.8269148961119414,0.4130457346026576,0.0783307308904554,0.07317108615787025,0.10694868856131505,1.0,0.7592870544090055,0.2407129455909944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,5.0,2022,2022-01-03,2022-12-30,-0.13965933707208145,-0.14118161178774558,-0.17144434318856616,0.11753290830641766,-1.22574087079287,-1.371223647029373,-0.8234836400082587,3.3304189750692523,12.141274238227146,24.0,0.19677678863251008,0.72384240720985,0.19246798433797377,0.3086799442114626,-0.13965933707208145,0.3070940420390593,0.19677678863251008,-0.07638533596142204,0.2761317161601322,0.72384240720985,0.19246798433797377,0.3086799442114626,,,,,0.3772908366533863,0.6227091633466137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,5.0,2023+,2023-01-03,2026-04-02,1.3841877406842245,0.3070940420390593,-0.2543933164893192,0.24141291820070146,1.2344178357685558,1.6712222513704722,1.207162382553996,4.911097046413502,12.329113924050633,24.0,0.867060328825631,0.16933747654483186,0.9673998728653439,0.5947492801912847,-0.13965933707208145,0.3070940420390593,0.867060328825631,0.06477401376500136,0.1713418475263807,0.16933747654483186,0.9673998728653439,0.5947492801912847,0.07656607452845322,0.08038505610822068,0.10694868856131576,1.0,0.8769325153374231,0.12306748466257668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,10.0,Full Sample,2018-01-02,2026-04-02,2.4255107388969237,0.16102998374874988,-0.2793339653037916,0.20104644171332384,0.8451318248703156,1.016809530923298,0.5764783511866185,3.9264577108233722,10.428784860557768,20.644165863066537,0.4650003882640297,-0.11342262679570085,0.5916265976112632,0.2967928079561961,-0.14107668225508396,0.30388521352935904,0.4650003882640297,0.0797872228546731,0.21074384634782004,-0.11342262679570085,0.5916265976112632,0.2967928079561961,0.05353092528463263,0.0591667850573446,0.1045621325906713,0.9059893858984079,0.6883799421407907,0.31162005785920927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,10.0,OOS Sample,2022-01-03,2026-04-02,1.0315690054025652,0.1817864928781896,-0.25470384402782886,0.21899205153725335,0.8751118997039555,1.1367292638139608,0.7137171155466647,4.530278225806453,12.253548387096775,24.0,0.5688639558766373,0.33306606099491587,0.8227992312893699,0.41681560503930837,-0.14107668225508396,0.30388521352935904,0.5688639558766373,0.12072262486594988,0.20108069480949847,0.33306606099491587,0.8227992312893699,0.41681560503930837,0.07611968745375604,0.07106662810125129,0.10456213259067215,1.0,0.7592870544090055,0.2407129455909944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,10.0,2022,2022-01-03,2022-12-30,-0.14107668225508396,-0.14261309192310723,-0.17144434318856594,0.11754955449653186,-1.2396242626072493,-1.386626796867187,-0.8318331726247266,3.3304189750692523,12.141274238227146,24.0,0.19669906692052558,0.7177646060653762,0.19108064767198296,0.3106668283531893,-0.14107668225508396,0.30388521352935904,0.19669906692052558,-0.07806445806245386,0.27616777703864004,0.7177646060653762,0.19108064767198296,0.3106668283531893,,,,,0.3772908366533863,0.6227091633466137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russell_1000_multi_factor_defensive,reference,10.0,2023+,2023-01-03,2026-04-02,1.3652507312718014,0.30388521352935904,-0.25470384402782875,0.24143271338929312,1.22411372916108,1.6573915799624992,1.193092372395278,4.911097046413502,12.329113924050633,24.0,0.8670354360961204,0.15493048581338154,0.962680076931816,0.6016233759714056,-0.14107668225508396,0.30388521352935904,0.8670354360961204,0.0623173967722947,0.17137545954120909,0.15493048581338154,0.962680076931816,0.6016233759714056,0.0742537891008964,0.07810404673696597,0.10456213259067296,1.0,0.8769325153374231,0.12306748466257668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,0.0,Full Sample,2018-01-02,2026-04-02,2.8940989094927496,0.17922225522379875,-0.35118728638273633,0.23884667368270415,0.8114572575548453,1.059346950780829,0.5103324128552763,0.0,0.0,1.0,0.9999999999999999,,1.0,1.0,-0.32577023825060947,0.28207594556341964,0.9999999999999999,3.443312922489785e-17,0.0,,1.0,1.0,-3.766030086342424e-16,-2.185751579730777e-16,-1.3934166320783703e-15,0.0310841546626232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,0.0,OOS Sample,2022-01-03,2026-04-02,0.5097959077261791,0.10194829796246063,-0.3482798151717963,0.23373056745391127,0.5333893492689827,0.7611629151395939,0.2927195132229311,0.0,0.0,1.0,1.0,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0,0.0,0.0,,1.0,1.0,-3.272038488226398e-16,-3.8250652645288596e-16,-4.371503159461554e-16,0.14469453376205788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,0.0,2022,2022-01-03,2022-12-30,-0.32577023825060947,-0.3288918701272864,-0.3482798151717963,0.32086100164005615,-1.0719306296141868,-1.7749113081010497,-0.9443322747976468,0.0,0.0,1.0,1.0,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0,0.0,0.0,,1.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,0.0,2023+,2023-01-03,2026-04-02,1.239289917740781,0.28207594556341964,-0.2276830480055595,0.19848683306310633,1.3552023163154245,1.9271436406728801,1.2388974411328681,0.0,0.0,1.0,1.0000000000000002,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0000000000000002,-5.814388344835019e-17,0.0,,1.0,1.0,4.098284211995207e-16,4.098284211995207e-16,3.8250652645288596e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,5.0,Full Sample,2018-01-02,2026-04-02,2.8940989094927496,0.17922225522379875,-0.35118728638273633,0.23884667368270415,0.8114572575548453,1.059346950780829,0.5103324128552763,0.0,0.0,1.0,0.9999999999999999,,1.0,1.0,-0.32577023825060947,0.28207594556341964,0.9999999999999999,3.443312922489785e-17,0.0,,1.0,1.0,-3.766030086342424e-16,-2.185751579730777e-16,-1.3934166320783703e-15,0.0310841546626232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,5.0,OOS Sample,2022-01-03,2026-04-02,0.5097959077261791,0.10194829796246063,-0.3482798151717963,0.23373056745391127,0.5333893492689827,0.7611629151395939,0.2927195132229311,0.0,0.0,1.0,1.0,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0,0.0,0.0,,1.0,1.0,-3.272038488226398e-16,-3.8250652645288596e-16,-4.371503159461554e-16,0.14469453376205788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,5.0,2022,2022-01-03,2022-12-30,-0.32577023825060947,-0.3288918701272864,-0.3482798151717963,0.32086100164005615,-1.0719306296141868,-1.7749113081010497,-0.9443322747976468,0.0,0.0,1.0,1.0,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0,0.0,0.0,,1.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,5.0,2023+,2023-01-03,2026-04-02,1.239289917740781,0.28207594556341964,-0.2276830480055595,0.19848683306310633,1.3552023163154245,1.9271436406728801,1.2388974411328681,0.0,0.0,1.0,1.0000000000000002,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0000000000000002,-5.814388344835019e-17,0.0,,1.0,1.0,4.098284211995207e-16,4.098284211995207e-16,3.8250652645288596e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,10.0,Full Sample,2018-01-02,2026-04-02,2.8940989094927496,0.17922225522379875,-0.35118728638273633,0.23884667368270415,0.8114572575548453,1.059346950780829,0.5103324128552763,0.0,0.0,1.0,0.9999999999999999,,1.0,1.0,-0.32577023825060947,0.28207594556341964,0.9999999999999999,3.443312922489785e-17,0.0,,1.0,1.0,-3.766030086342424e-16,-2.185751579730777e-16,-1.3934166320783703e-15,0.0310841546626232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,10.0,OOS Sample,2022-01-03,2026-04-02,0.5097959077261791,0.10194829796246063,-0.3482798151717963,0.23373056745391127,0.5333893492689827,0.7611629151395939,0.2927195132229311,0.0,0.0,1.0,1.0,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0,0.0,0.0,,1.0,1.0,-3.272038488226398e-16,-3.8250652645288596e-16,-4.371503159461554e-16,0.14469453376205788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,10.0,2022,2022-01-03,2022-12-30,-0.32577023825060947,-0.3288918701272864,-0.3482798151717963,0.32086100164005615,-1.0719306296141868,-1.7749113081010497,-0.9443322747976468,0.0,0.0,1.0,1.0,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0,0.0,0.0,,1.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QQQ,reference,10.0,2023+,2023-01-03,2026-04-02,1.239289917740781,0.28207594556341964,-0.2276830480055595,0.19848683306310633,1.3552023163154245,1.9271436406728801,1.2388974411328681,0.0,0.0,1.0,1.0000000000000002,,1.0,1.0,-0.32577023825060947,0.28207594556341964,1.0000000000000002,-5.814388344835019e-17,0.0,,1.0,1.0,4.098284211995207e-16,4.098284211995207e-16,3.8250652645288596e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
