strategy,family,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,beta_vs_qqq,alpha_ann_vs_qqq,tracking_error_vs_qqq,information_ratio_vs_qqq,up_capture_vs_qqq,down_capture_vs_qqq,rolling_36m_alpha_mean,rolling_36m_alpha_median,rolling_36m_alpha_last,rolling_36m_alpha_positive_ratio,Average Stock Weight,Average BOXX Weight,Overlay Trigger Frequency,Average Days In Throttle,Average Days Trimmed,Days In Throttle Share,Days Trimmed Share,Degraded Signal Share,overlay_trigger_frequency,average_days_in_throttle,average_days_trimmed,days_in_throttle_share,days_trimmed_share,degraded_signal_share
daily_portfolio_throttle_overlay__qqq_dma_mom_6state,daily_portfolio_throttle_overlay,10.0,2023+,2023-01-03,2026-04-02,1.4469123649559879,0.3175982761554743,-0.12405847618081267,0.1850703370394122,1.5883234945021543,2.1025603741249124,2.5600691378199856,14.089865506329113,58.87151898734177,6.8122699386503065,0.47856870029869336,0.13167030744082678,0.8301307572199698,0.13572308351320234,-0.11567785214283777,0.3175982761554743,0.47856870029869336,0.16522145785420633,0.18957765813005265,0.13167030744082678,0.8301307572199698,0.13572308351320234,0.16484215298130087,0.16956905890768773,0.1942508792212163,1.0,0.5257985257985258,0.4742014742014742,0.4656019656019656,7.895833333333333,0.0,0.4656019656019656,0.0,0.0,0.3738543174143753,8.516483516483516,0.0,0.3738543174143753,0.0,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,0.0,Full Sample,2018-01-02,2026-04-02,2.8591555033344247,0.17793398275681382,-0.2787519775284062,0.18355236094853794,0.9860091247781243,1.2028509579453717,0.6383236608202411,8.568883839641433,81.3687749003984,5.824493731918997,0.39600803073229174,-0.06010862747376926,0.5299673363844561,0.11611487331325794,-0.11069750242263143,0.40240590246982677,0.39600803073229174,0.10423245504869255,0.2134396437256291,-0.06010862747376926,0.5299673363844561,0.11611487331325794,0.054610693500244216,0.033399645965604186,0.22280573920355684,0.778620166793025,0.45144114809454894,0.548558851905451,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,0.0,OOS Sample,2022-01-03,2026-04-02,1.6641567183146204,0.25974052426568095,-0.14773457310882787,0.18184561110351924,1.3652629166692403,1.8000731911715824,1.7581566643465676,8.218125,84.3609677419355,6.101313320825516,0.3893281414030516,0.5816130670208826,0.8238087014777772,0.16017917055182532,-0.11069750242263143,0.40240590246982677,0.3893281414030516,0.19972976544506565,0.21250842033736758,0.5816130670208826,0.8238087014777772,0.16017917055182532,0.1602463267691035,0.15849968770006587,0.22280573920355745,1.0,0.46809859154929573,0.5319014084507042,0.6328638497652582,0.0,12.481481481481481,0.0,0.6328638497652582,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,0.0,2022,2022-01-03,2022-12-30,-0.11069750242263143,-0.11192492863857828,-0.1095732236963034,0.07983469615900254,-1.4349906910321732,-1.1138590532634625,-1.0214624053481618,3.604440789473684,30.353185595567865,1.8804780876494025,0.09573202385945426,0.7662414299260258,0.0,0.18393052977975186,-0.11069750242263143,0.40240590246982677,0.09573202385945426,-0.08163590311178844,0.29935563484117267,0.7662414299260258,0.0,0.18393052977975186,,,,,0.11085657370517928,0.8891434262948208,0.199203187250996,0.0,10.0,0.0,0.199203187250996,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,0.0,2023+,2023-01-03,2026-04-02,1.9957823412981477,0.40240590246982677,-0.14773457310882798,0.2026784738213246,1.7762593447305857,2.5554461185370583,2.7238438098940887,9.651384493670886,101.09873417721519,7.401226993865031,0.6221837604459748,0.5132356271285288,1.0062238793730525,0.1188274386472729,-0.11069750242263143,0.40240590246982677,0.6221837604459748,0.1926484379068281,0.1773448926078402,0.5132356271285288,1.0062238793730525,0.1188274386472729,0.1924505834859411,0.1984801931361846,0.22280573920355806,1.0,0.5782555282555282,0.42174447174447177,0.7665847665847666,0.0,12.73469387755102,0.0,0.7665847665847666,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,5.0,Full Sample,2018-01-02,2026-04-02,2.725492929119624,0.1729096583739771,-0.2844883120873767,0.18350947002859008,0.9628462364881463,1.1737479635508081,0.6077917827459648,8.568883839641433,81.3687749003984,5.824493731918997,0.395993490571647,-0.080233978133167,0.5220275872329675,0.12297975355609493,-0.11228282257136313,0.39566661947371173,0.395993490571647,0.099942372940587,0.2134066467112376,-0.080233978133167,0.5220275872329675,0.12297975355609493,0.04992144833023312,0.02883170397421681,0.2179373526480177,0.7475360121304018,0.45144114809454894,0.548558851905451,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,5.0,OOS Sample,2022-01-03,2026-04-02,1.6181683297748104,0.2545821485460795,-0.14809316190898314,0.18183122156128162,1.3427005635295697,1.7679183440651107,1.719067546836117,8.218125,84.3609677419355,6.101313320825516,0.38933023697969615,0.562249317732614,0.8163209475973974,0.16700518407988035,-0.11228282257136313,0.39566661947371173,0.38933023697969615,0.19560731844970441,0.21249556844444115,0.562249317732614,0.8163209475973974,0.16700518407988035,0.15576760026249856,0.1539420486311427,0.2179373526480183,1.0,0.46809859154929573,0.5319014084507042,0.6328638497652582,0.0,12.481481481481481,0.0,0.6328638497652582,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,5.0,2022,2022-01-03,2022-12-30,-0.11228282257136313,-0.11352668187242476,-0.11092061232566064,0.07986000329970955,-1.4569294717712546,-1.1189256086482018,-1.0234949076832784,3.604440789473684,30.353185595567865,1.8804780876494025,0.09572122076244331,0.7602408654946119,-0.0008406942678320099,0.18635430735502095,-0.11228282257136313,0.39566661947371173,0.09572122076244331,-0.08342796535046593,0.2993661001576093,0.7602408654946119,-0.0008406942678320099,0.18635430735502095,,,,,0.11085657370517928,0.8891434262948208,0.199203187250996,0.0,10.0,0.0,0.199203187250996,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,5.0,2023+,2023-01-03,2026-04-02,1.9493271014069933,0.39566661947371173,-0.1480931619089828,0.20266517399556222,1.752489464166117,2.518413788628168,2.6717413172451954,9.651384493670886,101.09873417721519,7.401226993865031,0.6222406301033815,0.486015092871506,0.9972642733994278,0.1333178590479311,-0.11228282257136313,0.39566661947371173,0.6222406301033815,0.1877921896279051,0.17731705767862907,0.486015092871506,0.9972642733994278,0.1333178590479311,0.18757984582003764,0.19364237581745358,0.21793735264801886,1.0,0.5782555282555282,0.42174447174447177,0.7665847665847666,0.0,12.73469387755102,0.0,0.7665847665847666,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,10.0,Full Sample,2018-01-02,2026-04-02,2.5964456217908185,0.16790620692582015,-0.29017974917795897,0.18346879871508268,0.9396611499692868,1.1452127783509543,0.5786282723087202,8.568883839641433,81.3687749003984,5.824493731918997,0.39597895041100245,-0.1003646539747913,0.514091126967402,0.1298419966944698,-0.11386555101195772,0.38895907438033883,0.39597895041100245,0.0956522908324814,0.2133755617186194,-0.1003646539747913,0.514091126967402,0.1298419966944698,0.04523220316022205,0.02439631295144452,0.21306896609247858,0.7247915087187263,0.45144114809454894,0.548558851905451,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,10.0,OOS Sample,2022-01-03,2026-04-02,1.572969213945127,0.24944437190681823,-0.1484516365120584,0.18181878136081778,1.3201204854639945,1.7379561109383201,1.6803073227593313,8.218125,84.3609677419355,6.101313320825516,0.3893323325563408,0.5428789638735638,0.8088357737324428,0.17382875371833667,-0.11386555101195772,0.38895907438033883,0.3893323325563408,0.19148487145434318,0.21248438476033596,0.5428789638735638,0.8088357737324428,0.17382875371833667,0.15128887375589362,0.14953529919637715,0.2130689660924792,1.0,0.46809859154929573,0.5319014084507042,0.6328638497652582,0.0,12.481481481481481,0.0,0.6328638497652582,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,10.0,2022,2022-01-03,2022-12-30,-0.11386555101195772,-0.11512578294001552,-0.11226614056553852,0.07988844892820335,-1.478796254297225,-1.1383257975577146,-1.025471993248112,3.604440789473684,30.353185595567865,1.8804780876494025,0.09571041766543242,0.7542386061871573,-0.001681388535663605,0.188777142137557,-0.11386555101195772,0.38895907438033883,0.09571041766543242,-0.08522002758914345,0.2993774047333651,0.7542386061871573,-0.001681388535663605,0.188777142137557,,,,,0.11085657370517928,0.8891434262948208,0.199203187250996,0.0,10.0,0.0,0.199203187250996,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__20dma_half_confirm2,daily_name_level_trim_overlay,10.0,2023+,2023-01-03,2026-04-02,1.9035878436770304,0.38895907438033883,-0.1484516365120585,0.20265373722002367,1.7287005710633174,2.4836171258765707,2.6201063425039726,9.651384493670886,101.09873417721519,7.401226993865031,0.6222974997607884,0.4587805091309141,0.988307818731592,0.1478032221104482,-0.11386555101195772,0.38895907438033883,0.6222974997607884,0.18293594134898217,0.17729134894857923,0.4587805091309141,0.988307818731592,0.1478032221104482,0.18270910815413427,0.1888045584987225,0.21306896609247972,1.0,0.5782555282555282,0.42174447174447177,0.7665847665847666,0.0,12.73469387755102,0.0,0.7665847665847666,0.0,0.6227689339122046,0.0,13.309278350515465,0.0,0.6227689339122046,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,0.0,Full Sample,2018-01-02,2026-04-02,2.4127765941820316,0.16050573964031956,-0.3460179204006758,0.1729211527991757,0.9491792088753824,1.105373846344924,0.4638653959149281,9.273736304780876,54.08416334661354,4.254098360655738,0.30227438592708816,-0.12958495497002126,0.5134371592292039,0.16181721727736842,-0.11134035611397775,0.3449648190339363,0.30227438592708816,0.10554819543981096,0.22904436551133522,-0.12958495497002126,0.5134371592292039,0.16181721727736842,0.050246479671636333,0.043677131060418053,0.20332687972307345,0.8051554207733131,0.40575253256150506,0.5942474674384949,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,0.0,OOS Sample,2022-01-03,2026-04-02,1.3244443631265246,0.21989186872403388,-0.15101762370043226,0.17094743365510423,1.2521287743751375,1.6420564911049988,1.456067598840151,9.655560483870968,58.675645161290326,4.542213883677299,0.3189701074814119,0.4037626307063455,0.785805240732772,0.23481617547471714,-0.11134035611397775,0.3449648190339363,0.3189701074814119,0.17428239017351121,0.22136472895044537,0.4037626307063455,0.785805240732772,0.23481617547471714,0.12568382323952795,0.11985133614751736,0.20332687972307395,1.0,0.42197183098591545,0.5780281690140845,0.5812206572769953,0.0,12.38,0.0,0.5812206572769953,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,0.0,2022,2022-01-03,2022-12-30,-0.11134035611397775,-0.11257445006727118,-0.10884658368445632,0.04350854779086327,-2.7013625265272596,-1.8177596599429477,-1.0342488138499768,4.578272160664819,24.28254847645429,0.8804780876494024,0.03915796303196399,0.7277717013180901,0.0,0.1860849341281486,-0.11134035611397775,0.3449648190339363,0.03915796303196399,-0.10406434197970199,0.31109807445212584,0.7277717013180901,0.0,0.1860849341281486,,,,,0.0701195219123506,0.9298804780876494,0.20318725099601595,0.0,17.0,0.0,0.20318725099601595,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,0.0,2023+,2023-01-03,2026-04-02,1.6156744926122184,0.3449648190339363,-0.15101762370043192,0.1935568517960493,1.6334574237271997,2.357931026586889,2.2842686209804905,11.23490506329114,69.35126582278481,5.669938650306748,0.5406996803996645,0.2548906571486185,0.9598053484303172,0.31965852947229345,-0.11134035611397775,0.3449648190339363,0.5406996803996645,0.17072416897798315,0.18508744526787427,0.2548906571486185,0.9598053484303172,0.31965852947229345,0.16178523279984197,0.16888083742825113,0.20332687972307445,1.0,0.5304668304668304,0.4695331695331696,0.6977886977886978,0.0,12.085106382978724,0.0,0.6977886977886978,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,5.0,Full Sample,2018-01-02,2026-04-02,2.2849968645327543,0.15514786823402282,-0.35574433113232795,0.1728789584515248,0.922536451288821,1.0748320316207935,0.4361218286745143,9.273736304780876,54.08416334661354,4.254098360655738,0.3022708620023253,-0.1498896026425573,0.5054620639429733,0.17023503103792925,-0.1133523368605337,0.3374371316652527,0.3022708620023253,0.100902856245932,0.2290133896221354,-0.1498896026425573,0.5054620639429733,0.17023503103792925,0.04499999513407257,0.038372443880803846,0.1975825746502205,0.7717968157695224,0.40575253256150506,0.5942474674384949,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,5.0,OOS Sample,2022-01-03,2026-04-02,1.2773328178011463,0.21401995775553728,-0.15676811408550395,0.17095082329668232,1.2237729990207333,1.6034222776344993,1.3652008190824265,9.655560483870968,58.675645161290326,4.542213883677299,0.31904178696039204,0.38190981528257406,0.7778185704306844,0.24380463523772838,-0.1133523368605337,0.3374371316652527,0.31904178696039204,0.16943025506191642,0.22134965651454858,0.38190981528257406,0.7778185704306844,0.24380463523772838,0.12030915991238537,0.11423756785623745,0.19758257465022103,1.0,0.42197183098591545,0.5780281690140845,0.5812206572769953,0.0,12.38,0.0,0.5812206572769953,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,5.0,2022,2022-01-03,2022-12-30,-0.1133523368605337,-0.11460726349574724,-0.11057422141154127,0.043577781006095266,-2.7491963051841597,-1.7996822411525921,-1.036473619553653,4.578272160664819,24.28254847645429,0.8804780876494024,0.039136096771442475,0.7204309037405687,-0.00028023142261080825,0.18949767255760852,-0.1133523368605337,0.3374371316652527,0.039136096771442475,-0.10634337662165168,0.3111150004987783,0.7204309037405687,-0.00028023142261080825,0.18949767255760852,,,,,0.0701195219123506,0.9298804780876494,0.20318725099601595,0.0,17.0,0.0,0.20318725099601595,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,5.0,2023+,2023-01-03,2026-04-02,1.5684755201829597,0.3374371316652527,-0.15305463931703445,0.19356298569828473,1.604292580192141,2.3140714786441974,2.204684112621323,11.23490506329114,69.35126582278481,5.669938650306748,0.5408961807945313,0.22448738217107772,0.9501122486906467,0.3383544645653233,-0.1133523368605337,0.3374371316652527,0.5408961807945313,0.16503609764901228,0.18505203022369768,0.22448738217107772,0.9501122486906467,0.3383544645653233,0.15598810685238798,0.16313551634311077,0.19758257465022144,1.0,0.5304668304668304,0.4695331695331696,0.6977886977886978,0.0,12.085106382978724,0.0,0.6977886977886978,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,10.0,Full Sample,2018-01-02,2026-04-02,2.161984146697492,0.14981397206124036,-0.3653275804207773,0.1728401206153963,0.8958632874225188,1.0436281053685954,0.41008119860177955,9.273736304780876,54.08416334661354,4.254098360655738,0.3022673380775624,-0.17019785801405482,0.49749063461860665,0.1786487004092944,-0.11536012478836488,0.3299506003777424,0.3022673380775624,0.09625751705205307,0.22898495083546958,-0.17019785801405482,0.49749063461860665,0.1786487004092944,0.03975351059650884,0.03353093692345221,0.19183826957736752,0.7361637604245641,0.40575253256150506,0.5942474674384949,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,10.0,OOS Sample,2022-01-03,2026-04-02,1.2311698973911702,0.20817551660549038,-0.16343784188139288,0.17095753655979457,1.1953951077498697,1.5658155481273528,1.27372898595029,9.655560483870968,58.675645161290326,4.542213883677299,0.3191134664393721,0.3600498492113744,0.7698352644494426,0.25278836101854435,-0.11536012478836488,0.3299506003777424,0.3191134664393721,0.16457811995032165,0.22133715021013958,0.3600498492113744,0.7698352644494426,0.25278836101854435,0.1149344965852428,0.10875621995138764,0.1918382695773681,1.0,0.42197183098591545,0.5780281690140845,0.5812206572769953,0.0,12.38,0.0,0.5812206572769953,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,10.0,2022,2022-01-03,2022-12-30,-0.11536012478836488,-0.11663578655561069,-0.11229881503057926,0.043655825832271504,-2.7963138057066246,-1.8386065300502343,-1.0386199224261667,4.578272160664819,24.28254847645429,0.8804780876494024,0.03911423051092098,0.713088038272689,-0.0005604628452212017,0.19290833907204843,-0.11536012478836488,0.3299506003777424,0.03911423051092098,-0.1086224112636013,0.3111331772859114,0.713088038272689,-0.0005604628452212017,0.19290833907204843,,,,,0.0701195219123506,0.9298804780876494,0.20318725099601595,0.0,17.0,0.0,0.20318725099601595,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
daily_name_level_trim_overlay__50dma_zero_confirm2,daily_name_level_trim_overlay,10.0,2023+,2023-01-03,2026-04-02,1.5221222329113324,0.3299506003777424,-0.15508707395922128,0.1935722846037572,1.5751038308805052,2.2708266240554162,2.1275183801875057,11.23490506329114,69.35126582278481,5.669938650306748,0.541092681189398,0.19406900145736158,0.9404232582301894,0.3570410309482214,-0.11536012478836488,0.3299506003777424,0.541092681189398,0.1593480263200415,0.1850199199088663,0.19406900145736158,0.9404232582301894,0.3570410309482214,0.15019098090493405,0.15739019525797032,0.19183826957736855,1.0,0.5304668304668304,0.4695331695331696,0.6977886977886978,0.0,12.085106382978724,0.0,0.6977886977886978,0.0,0.557163531114327,0.0,13.275862068965518,0.0,0.557163531114327,0.0
qqq_plus_current_default,reference,0.0,Full Sample,2018-01-02,2026-04-02,5.04373173920548,0.24378388574639698,-0.3235799419986797,0.28526152647898456,0.9098551224514431,1.0945329127057937,0.7533961599739446,3.4402863545816738,9.82246015936255,9.465766634522662,0.6801541309901251,0.2665392309697734,0.8066245106891261,0.30104729303477074,-0.013910946960355441,0.4677035721380778,0.6801541309901251,0.12772335895622017,0.24661583236132417,0.2665392309697734,0.8066245106891261,0.30104729303477074,0.10182479980279444,0.10110818590923959,0.16660196837634106,0.9537528430629265,0.6949469623915141,0.30505303760848607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,0.0,OOS Sample,2022-01-03,2026-04-02,2.4241265156225213,0.33648495585783333,-0.3235799419986797,0.2990077864716931,1.1234625645574188,1.4857828333527416,1.0398819957116079,3.7066983870967745,11.075322580645162,10.570356472795497,0.7448226245602725,0.8439636864506453,1.203880097703161,0.39618534103871095,-0.013910946960355441,0.4677035721380778,0.7448226245602725,0.24306746841844232,0.25031249889679685,0.8439636864506453,1.203880097703161,0.39618534103871095,0.16795208923829635,0.16825975262831355,0.1666019683763422,1.0,0.760187617260788,0.23981238273921204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,0.0,2022,2022-01-03,2022-12-30,-0.013910946960355441,-0.014073560659338846,-0.16355701046128335,0.15759350625442667,-0.010459882275372874,-0.011985569790295612,-0.08604682012496365,2.8936703601108036,7.0824099722991685,5.9282868525896415,0.2086705250809754,1.1752877578811671,0.22977674250174376,0.10739922721558783,-0.013910946960355441,0.4677035721380778,0.2086705250809754,0.07012188435212786,0.29124129277154304,1.1752877578811671,0.22977674250174376,0.10739922721558783,,,,,0.3236653386454183,0.6763346613545816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,0.0,2023+,2023-01-03,2026-04-02,2.472431323588437,0.4677035721380778,-0.3235799419986798,0.3303172050131003,1.3317141308500173,1.863473896064528,1.4454034735564234,3.9668924050632914,12.329113924050633,12.0,1.1765343288364918,0.7234533633771638,1.4195748779460766,0.8989694487596004,-0.013910946960355441,0.4677035721380778,1.1765343288364918,0.1234123370353804,0.23622569512403724,0.7234533633771638,1.4195748779460766,0.8989694487596004,0.14205258843975027,0.14262527742193776,0.16660196837634317,1.0,0.8946257668711658,0.10537423312883439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,5.0,Full Sample,2018-01-02,2026-04-02,4.958779781250848,0.2416506149571933,-0.3237786750219297,0.2852530615979183,0.9038399819654638,1.0872431256196995,0.7463450609921305,3.4402863545816738,9.82246015936255,9.465766634522662,0.6801330207534284,0.25955563571558377,0.8033468281159323,0.30376034701997584,-0.015312392803116026,0.46479200166957213,0.6801330207534284,0.12600391135785724,0.24661092436356044,0.25955563571558377,0.8033468281159323,0.30376034701997584,0.09996086685337359,0.09919066992931329,0.16463724862327053,0.9529946929492039,0.6949469623915141,0.30505303760848607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,5.0,OOS Sample,2022-01-03,2026-04-02,2.3973026290745523,0.3340103912486361,-0.3237786750219295,0.29901336327568034,1.117223600509941,1.4774266208748699,1.0316009577406962,3.7066983870967745,11.075322580645162,10.570356472795497,0.7447973127793384,0.8364951757930531,1.2004463366937184,0.3993297368455899,-0.015312392803116026,0.46479200166957213,0.7447973127793384,0.24121135573018188,0.2503246845893762,0.8364951757930531,1.2004463366937184,0.3993297368455899,0.1661333230983751,0.1664665539697199,0.16463724862327173,1.0,0.760187617260788,0.23981238273921204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,5.0,2022,2022-01-03,2022-12-30,-0.015312392803116026,-0.015491259822233205,-0.16355701046128357,0.15754305309699587,-0.019576278822279154,-0.02227001164696958,-0.09471474061883897,2.8936703601108036,7.0824099722991685,5.9282868525896415,0.20861764711692174,1.1703927562081802,0.22804636793803315,0.10897246341340376,-0.015312392803116026,0.46479200166957213,0.20861764711692174,0.06866800025512383,0.2912326883131317,1.1703927562081802,0.22804636793803315,0.10897246341340376,,,,,0.3236653386454183,0.6763346613545816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,5.0,2023+,2023-01-03,2026-04-02,2.4501324117865915,0.46479200166957213,-0.3237786750219295,0.3303319113044961,1.3256314537040514,1.8549971219723533,1.435523823914876,3.9668924050632914,12.329113924050633,12.0,1.176539030316217,0.7149705454525435,1.4157639376946995,0.9048492741606243,-0.015312392803116026,0.46479200166957213,1.176539030316217,0.12142135459380353,0.23624547463737947,0.7149705454525435,1.4157639376946995,0.9048492741606243,0.14014937190421575,0.14070032621026934,0.16463724862327273,1.0,0.8946257668711658,0.10537423312883439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,10.0,Full Sample,2018-01-02,2026-04-02,4.875003244911541,0.23952052509388677,-0.32397739398573544,0.2852459163836088,0.8978203307593642,1.0800622895998966,0.7393124629690451,3.4402863545816738,9.82246015936255,9.465766634522662,0.680111910516732,0.25257019893658483,0.8000691455427394,0.3064734010051802,-0.01671219050656414,0.46188560931465883,0.680111910516732,0.12428446375949423,0.2466075429914995,0.25257019893658483,0.8000691455427394,0.3064734010051802,0.09809693390395276,0.09727315394938688,0.16267252887020017,0.9514783927217589,0.6949469623915141,0.30505303760848607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,10.0,OOS Sample,2022-01-03,2026-04-02,2.3706832258676176,0.33153988252508837,-0.3239773939857352,0.29902022070636997,1.1109801111175581,1.469241797334172,1.0233426426650192,3.7066983870967745,11.075322580645162,10.570356472795497,0.744772000998404,0.8290223281040099,1.1970125756842769,0.4024741326524688,-0.01671219050656414,0.46188560931465883,0.744772000998404,0.23935524304192152,0.25033839947699243,0.8290223281040099,1.1970125756842769,0.4024741326524688,0.16431455695845387,0.16472313789795268,0.16267252887020126,1.0,0.760187617260788,0.23981238273921204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,10.0,2022,2022-01-03,2022-12-30,-0.01671219050656414,-0.01690726801917164,-0.16355701046128357,0.15749478627456104,-0.028698117899699328,-0.03267511582400655,-0.10337232241826678,2.8936703601108036,7.0824099722991685,5.9282868525896415,0.20856476915286806,1.1654926994352466,0.22631599337432584,0.1105456996112206,-0.01671219050656414,0.46188560931465883,0.20856476915286806,0.06721411615811973,0.29122527470660187,1.1654926994352466,0.22631599337432584,0.1105456996112206,,,,,0.3236653386454183,0.6763346613545816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qqq_plus_current_default,reference,10.0,2023+,2023-01-03,2026-04-02,2.427972149480935,0.46188560931465883,-0.3239773939857348,0.3303478089893209,1.3195445592015334,1.8465055580295282,1.4256723397651516,3.9668924050632914,12.329113924050633,12.0,1.1765437317959422,0.7064841689407577,1.4119529974433225,0.9107290995616463,-0.01671219050656414,0.46188560931465883,1.1765437317959422,0.11943037215222664,0.23626691921637127,0.7064841689407577,1.4119529974433225,0.9107290995616463,0.13824615536868126,0.13877537499860104,0.1626725288702023,1.0,0.8946257668711658,0.10537423312883439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
