strategy,cost_bps_one_way,period,family,universe,normalization,normalization_label,min_adv20_usd,leadership_filter,sector_whitelist,symbol_whitelist,score_template,holdings_count,single_name_cap,sector_cap,hold_bonus,regime_name,benchmark_symbol,breadth_mode,breadth_symbols,soft_defense_exposure,hard_defense_exposure,notes,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,beta_vs_qqq,alpha_ann_vs_qqq,tracking_error_vs_qqq,information_ratio_vs_qqq,up_capture_vs_qqq,down_capture_vs_qqq,rolling_36m_alpha_mean,rolling_36m_alpha_median,rolling_36m_alpha_last,rolling_36m_alpha_positive_ratio,annual_turnover,average_monthly_turnover,average_names_replaced_per_rebalance,median_holding_duration_days,top5_continuity,avg_sector_weights_json,variant_scope,change_count,change_1_field,change_1_value,change_2_field,change_2_value,change_summary
tech_heavy_pullback_balanced_focused_qqq_breadth,0.0,Full Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2018-01-02,2026-04-02,4.593374815183062,0.2321586594395597,-0.32496248631596647,0.22801433836461307,1.0319095616799048,1.2370673286244684,0.7144167995250625,2.9588645418326696,9.094870517928285,6.397299903567984,0.5394040852965895,0.1903168937442223,0.675839348506848,0.1299960122307579,-0.11327370427690042,0.48864765932588683,0.5394040852965895,0.1307461772970437,0.21793281268017847,0.1903168937442223,0.675839348506848,0.1299960122307579,0.07535611712378656,0.055830966620164235,0.25447276978635386,0.8453373768006065,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,0.0,OOS Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2022-01-03,2026-04-02,2.2239448174535363,0.3176470010321506,-0.18394852146593377,0.21839830270127816,1.3769175425773192,1.8035736348759266,1.7268255189046302,3.157645161290324,9.661451612903226,6.975609756097561,0.4963811401550745,0.8027618350844163,0.9836325213895615,0.17538042685560404,-0.11327370427690042,0.48864765932588683,0.4963811401550745,0.2388328874987429,0.21930165394990175,0.8027618350844163,0.9836325213895615,0.17538042685560404,0.19149943842833098,0.18820616055274397,0.25447276978635275,1.0,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,0.0,2022,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2022-01-03,2022-12-30,-0.11327370427690042,-0.11452781774452292,-0.1473480842578787,0.11330335044007309,-1.008333081870156,-0.8390852976309747,-0.7772603106538123,2.124722991689751,4.0470914127423825,2.5179282868525896,0.13628109231680963,0.7754906799610071,0.0,0.18387397647180478,-0.11327370427690042,0.48864765932588683,0.13628109231680963,-0.06737494263987917,0.29619039017210785,0.7754906799610071,0.0,0.18387397647180478,,,,,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,0.0,2023+,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2023-01-03,2026-04-02,2.6357834802051356,0.48864765932588683,-0.183948521465934,0.2411610247735876,1.7768840321541206,2.5318919566129208,2.6564370043951726,3.4829746835443043,11.404430379746836,8.348466257668711,0.7827216207210972,0.8421557407841006,1.2014380649108989,0.1605929072477867,-0.11327370427690042,0.48864765932588683,0.7827216207210972,0.2179710471624204,0.18942503519884016,0.8421557407841006,1.2014380649108989,0.1605929072477867,0.21816532022181076,0.2265668118347185,0.2544727697863524,1.0,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,5.0,Full Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2018-01-02,2026-04-02,4.52577601428643,0.230343208703087,-0.3275691692317261,0.2279969587120907,1.0254865869181704,1.2292045082499627,0.7031895255689941,2.9588645418326696,9.094870517928285,6.397299903567984,0.5393899911907052,0.18352721911052386,0.6730085931089123,0.1322404430743282,-0.11420526158137101,0.4860629363265818,0.5393899911907052,0.12926655598921385,0.21791831863899924,0.18352721911052386,0.6730085931089123,0.1322404430743282,0.07368303542148355,0.05434577387958972,0.2528938208875481,0.8407884761182715,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,5.0,OOS Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2022-01-03,2026-04-02,2.20245135974008,0.3155716776716817,-0.1841129708630962,0.21839400709387893,1.3696922975287686,1.792701861378311,1.7140111106367206,3.157645161290324,9.661451612903226,6.975609756097561,0.4963661250001883,0.7955414730177252,0.9806460420570496,0.17786396193063933,-0.11420526158137101,0.4860629363265818,0.4963661250001883,0.2372508945143636,0.21930111648926118,0.7955414730177252,0.9806460420570496,0.17786396193063933,0.18983633317227952,0.18649031208953404,0.25289382088754697,1.0,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,5.0,2022,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2022-01-03,2022-12-30,-0.11420526158137101,-0.11546900328424914,-0.1473480842578786,0.11330883483615634,-1.0175879045010994,-0.8350170735984558,-0.783647808288862,2.124722991689751,4.0470914127423825,2.5179282868525896,0.13627227076296664,0.7719180804741065,-0.0011209225874451523,0.18503761283861128,-0.11420526158137101,0.4860629363265818,0.13627227076296664,-0.06843215999560062,0.2961955544105449,0.7719180804741065,-0.0011209225874451523,0.18503761283861128,,,,,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth,5.0,2023+,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2023-01-03,2026-04-02,2.615342495099122,0.4860629363265818,-0.18411297086309641,0.24115659895957944,1.769672412342374,2.5202546142096662,2.640025491131805,3.4829746835443043,11.404430379746836,8.348466257668711,0.782711558307198,0.8329487014603552,1.1980384957384385,0.1653744247813028,-0.11420526158137101,0.4860629363265818,0.782711558307198,0.21622675998402413,0.18942149342364084,0.8329487014603552,1.1980384957384385,0.1653744247813028,0.2165168061360817,0.22496936060554196,0.25289382088754664,1.0,2.9588645418326696,0.24400000000000002,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.26565656565656565}",center,0,,,,,center
tech_heavy_pullback_balanced_focused_qqq_breadth__holdings_count_16,0.0,Full Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,16,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2018-01-02,2026-04-02,3.336255942696912,0.1947023040324558,-0.3822369065391008,0.24716980720557624,0.8452586906022677,0.9951294770538045,0.5093759935307001,3.5530627490039834,9.337400398406373,9.309546769527483,0.5991249310537096,0.06771443790840918,0.694978098678834,0.3141331287137273,-0.1543474732413307,0.37101107473088923,0.5991249310537096,0.09280370010015515,0.22312150934646785,0.06771443790840918,0.694978098678834,0.3141331287137273,0.048080192406576384,0.0555033647770706,0.16075986362959874,0.7748294162244125,3.5530627490039834,0.293,3.1122448979591835,60.0,0.6472222222222221,"{""Information Technology"": 0.34898989898989896, ""Communication"": 0.3277777777777777}",first_order,1,holdings_count,16.0,,,holdings_count:12->16
tech_heavy_pullback_balanced_focused_qqq_breadth__holdings_count_16,0.0,OOS Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,16,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,2022-01-03,2026-04-02,1.3539716880047714,0.2235258857655995,-0.206392063341016,0.22849408219167522,1.0004688968808533,1.2442154450862306,1.0830158977396032,4.1395,10.132741935483871,10.02626641651032,0.538240333693865,0.4742263299003402,0.9015985209047223,0.37506606170717044,-0.1543474732413307,0.37101107473088923,0.538240333693865,0.16149909270322518,0.21916068278899486,0.4742263299003402,0.9015985209047223,0.37506606170717044,0.11224962596481101,0.1037240225326438,0.16075986362959746,1.0,3.5530627490039834,0.293,3.1122448979591835,60.0,0.6472222222222221,"{""Information Technology"": 0.34898989898989896, ""Communication"": 0.3277777777777777}",first_order,1,holdings_count,16.0,,,holdings_count:12->16
