scenario,universe_filter,leadership_only,group_normalization,group_normalization_label,holdings_count,single_name_cap,sector_cap,hold_bonus,regime_name,benchmark_symbol,breadth_mode,soft_defense_exposure,hard_defense_exposure,full_total_return,full_cagr,full_max_drawdown,full_volatility,full_sharpe,full_sortino,full_calmar,full_information_ratio_vs_qqq,full_beta_vs_qqq,full_tracking_error_vs_qqq,full_up_capture_vs_qqq,full_down_capture_vs_qqq,full_rolling_36m_alpha_positive_ratio,full_average_names_held,return_2022,cagr_2023_plus,oos_total_return,oos_cagr,oos_max_drawdown,oos_volatility,oos_sharpe,oos_sortino,oos_calmar,oos_information_ratio_vs_qqq,oos_beta_vs_qqq,oos_tracking_error_vs_qqq,oos_up_capture_vs_qqq,oos_down_capture_vs_qqq,oos_average_names_held,oos_rolling_36m_alpha_mean,oos_rolling_36m_alpha_median,oos_rolling_36m_alpha_last,oos_rolling_36m_alpha_positive_ratio,annual_turnover,average_monthly_turnover,average_names_replaced_per_rebalance,median_holding_duration_days,top5_continuity,avg_sector_weights_json,top_decile_neighborhood_share,plateau_100bps_share,plateau_200bps_share,plateau_subspace_label,complexity_score,oos_cagr_minus_qqq,score_oos_cagr_minus_qqq,score_oos_positive_alpha_ratio,score_plateau_200bps_share,score_oos_drawdown,score_2022,score_2023_plus,score_turnover,score_complexity,robustness_score,robustness_rank,full_cagr_rank,full_total_return_rank,core_viable,spy_sanity_full_cagr,spy_sanity_full_ir_vs_qqq,spy_sanity_oos_cagr,spy_sanity_oos_cagr_minus_qqq,spy_sanity_pass
v11_liquid_50m_norm_universe_cross_sectional_h12_cap8_sector25_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.08,0.25,0.15,qqq_breadth,QQQ,broad,0.6,0.0,4.365986183464859,0.22597300962190436,-0.3237786750219297,0.28446358697105,0.8607261843586635,1.0412346638165666,0.697924313905476,0.20623548174757547,0.6725909143395747,0.2474422808263972,0.7606231305911311,0.2859975745140051,0.9226686884003032,9.465766634522662,-0.010506140019959531,0.4056076862189064,1.98632137492647,0.29408745536815095,-0.32377867502193014,0.2990508165706178,1.0150835344246498,1.3439251057488768,0.9082977912249219,0.7137263323425664,0.7435324944643174,0.2506452211996817,1.1176018083837396,0.4058128917027293,10.570356472795497,0.1225123238505609,0.12261979475918654,0.12059938488445955,1.0,3.3384238047808763,0.2753,3.163265306122449,61.0,0.5948717948717948,"{""Information Technology"": 0.16737373737373734, ""Consumer Discretionary"": 0.1305050505050505, ""Health Care"": 0.09373737373737373, ""Industrials"": 0.06909090909090909, ""Communication"": 0.06444444444444446, ""Financials"": 0.055656565656565654, ""Materials"": 0.051313131313131324, ""Energy"": 0.03313131313131313, ""Utilities"": 0.020202020202020204, ""Consumer Staples"": 0.011919191919191921, ""Real Estate"": 0.0032323232323232323}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.16666666666666663,0.19213909604809043,0.6620370370370371,0.5231481481481481,0.8148148148148148,0.7222222222222222,1.0,0.49074074074074076,0.9120370370370371,0.16666666666666663,0.6826388888888889,30,99,99,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap8_sector30_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.08,0.3,0.15,qqq_breadth,QQQ,broad,0.6,0.0,4.314571647808295,0.2245425091625659,-0.32377867502193003,0.285572042017115,0.8544242393049166,1.030661048143287,0.6935061709896654,0.20310584266074183,0.6796478722442832,0.24709183299779947,0.759624592231542,0.29001123665182643,0.9173616376042456,9.465766634522662,-0.01800131677175376,0.4060367999466352,1.9666371417214736,0.29207233486512685,-0.32377867502193003,0.2990848199489426,1.009771809119722,1.3366808829607246,0.9020740320385348,0.7073397331046183,0.7434161424136954,0.2507111448846335,1.1144923652359857,0.4080120681291191,10.570356472795497,0.12209360170925884,0.12250184922100199,0.12092041418706397,1.0,3.3444870517928287,0.2758,3.173469387755102,61.0,0.5923076923076922,"{""Information Technology"": 0.16939393939393935, ""Consumer Discretionary"": 0.1305050505050505, ""Health Care"": 0.09272727272727273, ""Industrials"": 0.06858585858585858, ""Communication"": 0.06393939393939395, ""Financials"": 0.055656565656565654, ""Materials"": 0.05030303030303031, ""Energy"": 0.03414141414141414, ""Utilities"": 0.020202020202020204, ""Consumer Staples"": 0.011919191919191921, ""Real Estate"": 0.0032323232323232323}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.33333333333333337,0.19012397554506633,0.6574074074074074,0.5231481481481481,0.8148148148148148,0.7268518518518519,0.9444444444444444,0.5092592592592593,0.9074074074074074,0.33333333333333337,0.6822222222222222,31,102,102,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap8_sector35_hold05,liquid_50m,False,universe,universe_cross_sectional,12,0.08,0.35,0.05,qqq_breadth,QQQ,broad,0.6,0.0,5.420210517513504,0.2529317476018218,-0.3343235359943971,0.2912521704100745,0.9222354867336378,1.1163377459928492,0.756547835764876,0.29967755633514104,0.6975962007310067,0.24956559391155736,0.8501175047808985,0.32675261103206654,0.9658832448824868,9.465766634522662,-0.02965728630393627,0.4420539041223568,2.1821252323927136,0.31359924914789783,-0.334323535994397,0.30601822084028857,1.048048055057088,1.3701777105653135,0.9380112836362006,0.7709511762436843,0.7652299037641048,0.25429928871486135,1.1726746290198424,0.42034525580593957,10.570356472795497,0.1344021265848334,0.13466219950309857,0.14117638826612577,1.0,3.566401892430279,0.29410000000000003,3.4183673469387754,61.0,0.5999999999999999,"{""Information Technology"": 0.2061616161616162, ""Consumer Discretionary"": 0.1273737373737374, ""Health Care"": 0.08979797979797978, ""Industrials"": 0.0596969696969697, ""Communication"": 0.05636363636363637, ""Financials"": 0.04979797979797979, ""Materials"": 0.04868686868686869, ""Energy"": 0.033535353535353536, ""Utilities"": 0.01696969696969697, ""Consumer Staples"": 0.009797979797979797, ""Real Estate"": 0.0024242424242424242}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.16666666666666663,0.2116508898278373,0.8194444444444444,0.5231481481481481,0.8148148148148148,0.39351851851851855,0.7824074074074074,0.8333333333333334,0.5138888888888888,0.16666666666666663,0.6793055555555556,32,28,28,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap8_sector30_hold05,liquid_50m,False,universe,universe_cross_sectional,12,0.08,0.3,0.05,qqq_breadth,QQQ,broad,0.6,0.0,4.728261588332594,0.2357243219089704,-0.33695653054200303,0.2846046549590985,0.8884098566538301,1.0639819214158692,0.6995689370667544,0.23980658245940542,0.6788255198497171,0.24616380542264124,0.7966257258216475,0.3159121681170434,0.9522365428354814,9.465766634522662,-0.015312392803116026,0.43216950494675865,2.1579079890163597,0.31123661843083084,-0.33695653054200336,0.29869921654090054,1.0602161686929297,1.3972063417316436,0.9236699402448103,0.7666541707652299,0.7424579997232471,0.25046009121671325,1.1626322776807811,0.4192181738393843,10.570356472795497,0.14408035853223905,0.1435810697451644,0.14224549123283947,1.0,3.6294596613545815,0.2993,3.5,60.0,0.6,"{""Information Technology"": 0.16909090909090904, ""Consumer Discretionary"": 0.12787878787878787, ""Health Care"": 0.09191919191919191, ""Industrials"": 0.0698989898989899, ""Communication"": 0.06363636363636364, ""Financials"": 0.05646464646464646, ""Materials"": 0.051111111111111114, ""Energy"": 0.03333333333333333, ""Utilities"": 0.02101010101010101, ""Consumer Staples"": 0.012222222222222221, ""Real Estate"": 0.00404040404040404}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.33333333333333337,0.2092882591107703,0.8009259259259259,0.5231481481481481,0.8148148148148148,0.3333333333333333,0.9699074074074074,0.7777777777777778,0.3333333333333333,0.33333333333333337,0.6785648148148148,33,66,66,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap9_sector25_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.09,0.25,0.15,qqq_breadth,QQQ,broad,0.6,0.0,4.519415254449916,0.2301713794881186,-0.33309348774094594,0.2947731908290645,0.8524598254193108,1.0295002811719745,0.6910113465416289,0.2254302775441754,0.6919716052122779,0.25492770362027406,0.7818551694437474,0.29879759980921655,0.9203942380591357,9.465766634522662,-0.01426974550196991,0.4144305356995661,2.0359740575114147,0.2991257865573955,-0.3330934877409457,0.3099939679365392,1.0026536270963862,1.3225814097220752,0.8980235206220314,0.7188633784513133,0.7658154739182697,0.2589464375269174,1.1504574303605213,0.42616804847808354,10.570356472795497,0.12534508134501293,0.12524905363407293,0.12223833270854365,1.0,3.480303784860558,0.287,3.163265306122449,61.0,0.5948717948717948,"{""Information Technology"": 0.17306397306397306, ""Consumer Discretionary"": 0.13535353535353536, ""Health Care"": 0.0968013468013468, ""Industrials"": 0.07154882154882154, ""Communication"": 0.06683501683501683, ""Financials"": 0.057744107744107744, ""Materials"": 0.0531986531986532, ""Energy"": 0.034006734006734006, ""Utilities"": 0.02104377104377104, ""Consumer Staples"": 0.012289562289562291, ""Real Estate"": 0.003367003367003367}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.0,0.197177427237335,0.7430555555555556,0.5231481481481481,0.8148148148148148,0.4652777777777778,0.9884259259259259,0.6365740740740741,0.6921296296296297,0.0,0.6743055555555556,34,89,89,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap10_sector25_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.1,0.25,0.15,qqq_breadth,QQQ,broad,0.6,0.0,4.519415254449916,0.2301713794881186,-0.33309348774094594,0.2947731908290645,0.8524598254193108,1.0295002811719745,0.6910113465416289,0.2254302775441754,0.6919716052122779,0.25492770362027406,0.7818551694437474,0.29879759980921655,0.9203942380591357,9.465766634522662,-0.01426974550196991,0.4144305356995661,2.0359740575114147,0.2991257865573955,-0.3330934877409457,0.3099939679365392,1.0026536270963862,1.3225814097220752,0.8980235206220314,0.7188633784513133,0.7658154739182697,0.2589464375269174,1.1504574303605213,0.42616804847808354,10.570356472795497,0.12534508134501293,0.12524905363407293,0.12223833270854365,1.0,3.480303784860558,0.287,3.163265306122449,61.0,0.5948717948717948,"{""Information Technology"": 0.17306397306397306, ""Consumer Discretionary"": 0.13535353535353536, ""Health Care"": 0.0968013468013468, ""Industrials"": 0.07154882154882154, ""Communication"": 0.06683501683501683, ""Financials"": 0.057744107744107744, ""Materials"": 0.0531986531986532, ""Energy"": 0.034006734006734006, ""Utilities"": 0.02104377104377104, ""Consumer Staples"": 0.012289562289562291, ""Real Estate"": 0.003367003367003367}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.0,0.197177427237335,0.7430555555555556,0.5231481481481481,0.8148148148148148,0.4652777777777778,0.9884259259259259,0.6365740740740741,0.6921296296296297,0.0,0.6743055555555556,34,89,89,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h12_cap9_sector25_hold05,leadership_liquid,True,universe,universe_cross_sectional,12,0.09,0.25,0.05,qqq_breadth,QQQ,broad,0.6,0.0,5.700172220381859,0.2594335703375734,-0.4008238521812101,0.3072730109935853,0.9071364298518593,1.1116009149801764,0.6472508283271651,0.34620050135824154,0.8001190025714983,0.24530485091081325,0.9020251470401681,0.39673293585978864,0.9052312357846853,10.322082931533268,-0.03804674739191927,0.4666009625051293,2.3321820657049552,0.3279401262898618,-0.3526841856315903,0.30835182251211724,1.077825067800195,1.5188565839524897,0.929840746056088,0.8382055238866369,0.8083675901395404,0.24776722733991893,1.2656250761565835,0.496808825346706,12.0,0.14054901571534914,0.13907458683467447,0.1709437100564058,1.0,3.72687583001328,0.3073333333333333,3.693877551020408,61.0,0.6258823529411766,"{""Information Technology"": 0.17575757575757578, ""Consumer Discretionary"": 0.13535353535353536, ""Health Care"": 0.10639730639730642, ""Industrials"": 0.0882154882154882, ""Communication"": 0.06835016835016836, ""Financials"": 0.06666666666666667, ""Materials"": 0.05993265993265993, ""Energy"": 0.0531986531986532, ""Utilities"": 0.023737373737373734, ""Consumer Staples"": 0.01835016835016835, ""Real Estate"": 0.00808080808080808}",0.7777777777777778,0.5925925925925926,0.9629629629629629,leadership_liquid | universe | 12,0.16666666666666663,0.22599176696980128,0.9328703703703703,0.5231481481481481,0.9398148148148148,0.006944444444444444,0.6736111111111112,0.9467592592592593,0.1875,0.16666666666666663,0.6741666666666667,36,15,15,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h12_cap10_sector25_hold05,leadership_liquid,True,universe,universe_cross_sectional,12,0.1,0.25,0.05,qqq_breadth,QQQ,broad,0.6,0.0,5.700172220381859,0.2594335703375734,-0.4008238521812101,0.3072730109935853,0.9071364298518593,1.1116009149801764,0.6472508283271651,0.34620050135824154,0.8001190025714983,0.24530485091081325,0.9020251470401681,0.39673293585978864,0.9052312357846853,10.322082931533268,-0.03804674739191927,0.4666009625051293,2.3321820657049552,0.3279401262898618,-0.3526841856315903,0.30835182251211724,1.077825067800195,1.5188565839524897,0.929840746056088,0.8382055238866369,0.8083675901395404,0.24776722733991893,1.2656250761565835,0.496808825346706,12.0,0.14054901571534914,0.13907458683467447,0.1709437100564058,1.0,3.72687583001328,0.3073333333333333,3.693877551020408,61.0,0.6258823529411766,"{""Information Technology"": 0.17575757575757578, ""Consumer Discretionary"": 0.13535353535353536, ""Health Care"": 0.10639730639730642, ""Industrials"": 0.0882154882154882, ""Communication"": 0.06835016835016836, ""Financials"": 0.06666666666666667, ""Materials"": 0.05993265993265993, ""Energy"": 0.0531986531986532, ""Utilities"": 0.023737373737373734, ""Consumer Staples"": 0.01835016835016835, ""Real Estate"": 0.00808080808080808}",0.7777777777777778,0.5925925925925926,0.9629629629629629,leadership_liquid | universe | 12,0.16666666666666663,0.22599176696980128,0.9328703703703703,0.5231481481481481,0.9398148148148148,0.006944444444444444,0.6736111111111112,0.9467592592592593,0.1875,0.16666666666666663,0.6741666666666667,36,15,15,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap8_sector25_hold05,liquid_50m,False,universe,universe_cross_sectional,12,0.08,0.25,0.05,qqq_breadth,QQQ,broad,0.6,0.0,4.748490330657367,0.23625268201034366,-0.33695653054200336,0.28351292392603217,0.8922181641670839,1.07126102114068,0.7011369734556712,0.2399181261737906,0.6719074564155754,0.24650701318193027,0.7989549746412663,0.31829215028713753,0.954510993176649,9.465766634522662,-0.0181496233789753,0.4317324156792295,2.1456922018061793,0.31003958956158906,-0.33695653054200325,0.29876725155096917,1.0569716128715763,1.3934088565477163,0.9201174675643841,0.7631520075252555,0.7429506789859681,0.2504337752497765,1.1657417208285354,0.4275057798632224,10.570356472795497,0.1436417870460311,0.14357005851345986,0.1419244619302351,1.0,3.6173331673306772,0.2983,3.479591836734694,61.0,0.6025641025641025,"{""Information Technology"": 0.16757575757575754, ""Consumer Discretionary"": 0.12838383838383838, ""Health Care"": 0.09242424242424241, ""Industrials"": 0.0698989898989899, ""Communication"": 0.06414141414141415, ""Financials"": 0.05646464646464646, ""Materials"": 0.05212121212121213, ""Energy"": 0.03232323232323232, ""Utilities"": 0.02101010101010101, ""Consumer Staples"": 0.012222222222222221, ""Real Estate"": 0.00404040404040404}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.16666666666666663,0.20809123024152854,0.7962962962962963,0.5231481481481481,0.8148148148148148,0.33796296296296297,0.9398148148148148,0.7731481481481481,0.37962962962962965,0.16666666666666663,0.6716203703703704,38,62,62,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h16_cap8_sector30_hold15,leadership_liquid,True,universe,universe_cross_sectional,16,0.08,0.3,0.15,qqq_breadth,QQQ,broad,0.6,0.0,5.1883718431901675,0.2473561280962211,-0.4228869749983737,0.2921755601966882,0.9052927979257394,1.0984171030647738,0.584922550752887,0.3074809009525096,0.7849499634779864,0.22990224871000542,0.8909609708146269,0.4320233514569825,0.9226686884003032,13.76277724204436,-0.02505984192500965,0.4408527704713423,2.1885701988151083,0.314225702755486,-0.332913360172328,0.2886228985933509,1.09502267159394,1.5186707588882244,0.9438663038119931,0.8336534894196184,0.7800866212599747,0.22956678586336154,1.2710235241605587,0.5662301352016825,16.0,0.1343310943647914,0.1346403179753682,0.15548971790671134,1.0,3.1983627988047805,0.26375,4.163265306122449,62.0,0.6258823529411764,"{""Information Technology"": 0.17462121212121215, ""Consumer Discretionary"": 0.14002525252525252, ""Health Care"": 0.10366161616161615, ""Industrials"": 0.08737373737373738, ""Communication"": 0.06717171717171717, ""Financials"": 0.0659090909090909, ""Energy"": 0.055429292929292925, ""Materials"": 0.0547979797979798, ""Utilities"": 0.02462121212121212, ""Consumer Staples"": 0.01994949494949495, ""Real Estate"": 0.010479797979797981}",0.0,0.0,0.0,leadership_liquid | universe | 16,0.6666666666666667,0.21227734343542548,0.8287037037037037,0.5231481481481481,0.3773148148148148,0.5115740740740741,0.8101851851851852,0.8148148148148148,0.9953703703703703,0.6666666666666667,0.6688194444444444,39,37,37,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h12_cap9_sector25_hold10,leadership_liquid,True,universe,universe_cross_sectional,12,0.09,0.25,0.1,qqq_breadth,QQQ,broad,0.6,0.0,5.473633532928053,0.25419142507015713,-0.4347335327847208,0.3092938592682996,0.8897755774541941,1.0814161039776153,0.5847062761455584,0.3293536097179002,0.803226898518195,0.24711507638121477,0.9088806866137141,0.42959609440967245,0.8968915845337376,10.322082931533268,-0.035225135426455334,0.4531070731631681,2.243222689533448,0.3194994189327429,-0.3526841856315902,0.3088497642010373,1.0558626350926963,1.4826110730688542,0.9059079821245183,0.8139662244827428,0.8125207574367075,0.2474715220450718,1.2682739026073857,0.530169944588429,12.0,0.1429135076373479,0.1414277082528271,0.16021400535062727,1.0,3.6177373837981404,0.2983333333333333,3.5714285714285716,61.0,0.6258823529411766,"{""Information Technology"": 0.17542087542087542, ""Consumer Discretionary"": 0.13973063973063973, ""Health Care"": 0.1058922558922559, ""Industrials"": 0.08602693602693602, ""Communication"": 0.07003367003367003, ""Financials"": 0.06582491582491583, ""Materials"": 0.05959595959595959, ""Energy"": 0.052693602693602695, ""Utilities"": 0.024074074074074074, ""Consumer Staples"": 0.017508417508417508, ""Real Estate"": 0.007239057239057239}",0.7777777777777778,0.5925925925925926,0.9629629629629629,leadership_liquid | universe | 12,0.33333333333333337,0.2175510596126824,0.8726851851851852,0.5231481481481481,0.9398148148148148,0.020833333333333332,0.6875,0.8773148148148148,0.3726851851851852,0.33333333333333337,0.668287037037037,40,24,24,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h12_cap10_sector25_hold10,leadership_liquid,True,universe,universe_cross_sectional,12,0.1,0.25,0.1,qqq_breadth,QQQ,broad,0.6,0.0,5.473633532928053,0.25419142507015713,-0.4347335327847208,0.3092938592682996,0.8897755774541941,1.0814161039776153,0.5847062761455584,0.3293536097179002,0.803226898518195,0.24711507638121477,0.9088806866137141,0.42959609440967245,0.8968915845337376,10.322082931533268,-0.035225135426455334,0.4531070731631681,2.243222689533448,0.3194994189327429,-0.3526841856315902,0.3088497642010373,1.0558626350926963,1.4826110730688542,0.9059079821245183,0.8139662244827428,0.8125207574367075,0.2474715220450718,1.2682739026073857,0.530169944588429,12.0,0.1429135076373479,0.1414277082528271,0.16021400535062727,1.0,3.6177373837981404,0.2983333333333333,3.5714285714285716,61.0,0.6258823529411766,"{""Information Technology"": 0.17542087542087542, ""Consumer Discretionary"": 0.13973063973063973, ""Health Care"": 0.1058922558922559, ""Industrials"": 0.08602693602693602, ""Communication"": 0.07003367003367003, ""Financials"": 0.06582491582491583, ""Materials"": 0.05959595959595959, ""Energy"": 0.052693602693602695, ""Utilities"": 0.024074074074074074, ""Consumer Staples"": 0.017508417508417508, ""Real Estate"": 0.007239057239057239}",0.7777777777777778,0.5925925925925926,0.9629629629629629,leadership_liquid | universe | 12,0.33333333333333337,0.2175510596126824,0.8726851851851852,0.5231481481481481,0.9398148148148148,0.020833333333333332,0.6875,0.8773148148148148,0.3726851851851852,0.33333333333333337,0.668287037037037,40,24,24,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h16_cap9_sector30_hold15,leadership_liquid,True,universe,universe_cross_sectional,16,0.09,0.3,0.15,qqq_breadth,QQQ,broad,0.6,0.0,5.1883718431901675,0.2473561280962211,-0.4228869749983737,0.2921755601966882,0.9052927979257394,1.0984171030647738,0.584922550752887,0.3074809009525096,0.7849499634779864,0.22990224871000542,0.8909609708146269,0.4320233514569825,0.9226686884003032,13.76277724204436,-0.02505984192500965,0.4408527704713423,2.1885701988151083,0.314225702755486,-0.332913360172328,0.2886228985933509,1.09502267159394,1.5186707588882244,0.9438663038119931,0.8336534894196184,0.7800866212599747,0.22956678586336154,1.2710235241605587,0.5662301352016825,16.0,0.1343310943647914,0.1346403179753682,0.15548971790671134,1.0,3.1983627988047805,0.26375,4.163265306122449,62.0,0.6258823529411764,"{""Information Technology"": 0.17462121212121215, ""Consumer Discretionary"": 0.14002525252525252, ""Health Care"": 0.10366161616161615, ""Industrials"": 0.08737373737373738, ""Communication"": 0.06717171717171717, ""Financials"": 0.0659090909090909, ""Energy"": 0.055429292929292925, ""Materials"": 0.0547979797979798, ""Utilities"": 0.02462121212121212, ""Consumer Staples"": 0.01994949494949495, ""Real Estate"": 0.010479797979797981}",0.0,0.0,0.0,leadership_liquid | universe | 16,0.5,0.21227734343542548,0.8287037037037037,0.5231481481481481,0.3773148148148148,0.5115740740740741,0.8101851851851852,0.8148148148148148,0.9953703703703703,0.5,0.6638194444444444,42,37,37,True,,,,,True
v11_leadership_liquid_norm_universe_cross_sectional_h16_cap10_sector30_hold15,leadership_liquid,True,universe,universe_cross_sectional,16,0.1,0.3,0.15,qqq_breadth,QQQ,broad,0.6,0.0,5.1883718431901675,0.2473561280962211,-0.4228869749983737,0.2921755601966882,0.9052927979257394,1.0984171030647738,0.584922550752887,0.3074809009525096,0.7849499634779864,0.22990224871000542,0.8909609708146269,0.4320233514569825,0.9226686884003032,13.76277724204436,-0.02505984192500965,0.4408527704713423,2.1885701988151083,0.314225702755486,-0.332913360172328,0.2886228985933509,1.09502267159394,1.5186707588882244,0.9438663038119931,0.8336534894196184,0.7800866212599747,0.22956678586336154,1.2710235241605587,0.5662301352016825,16.0,0.1343310943647914,0.1346403179753682,0.15548971790671134,1.0,3.1983627988047805,0.26375,4.163265306122449,62.0,0.6258823529411764,"{""Information Technology"": 0.17462121212121215, ""Consumer Discretionary"": 0.14002525252525252, ""Health Care"": 0.10366161616161615, ""Industrials"": 0.08737373737373738, ""Communication"": 0.06717171717171717, ""Financials"": 0.0659090909090909, ""Energy"": 0.055429292929292925, ""Materials"": 0.0547979797979798, ""Utilities"": 0.02462121212121212, ""Consumer Staples"": 0.01994949494949495, ""Real Estate"": 0.010479797979797981}",0.0,0.0,0.0,leadership_liquid | universe | 16,0.5,0.21227734343542548,0.8287037037037037,0.5231481481481481,0.3773148148148148,0.5115740740740741,0.8101851851851852,0.8148148148148148,0.9953703703703703,0.5,0.6638194444444444,42,37,37,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap9_sector30_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.09,0.3,0.15,qqq_breadth,QQQ,broad,0.6,0.0,4.466531060881202,0.22873599203717565,-0.3330934877409456,0.29584305850913306,0.8465188300145993,1.0197527400435202,0.6867020835155709,0.22241004310223927,0.6990285631169864,0.2545876038495406,0.7808565798686374,0.3028111829905298,0.9150871872630781,9.465766634522662,-0.021736413852193937,0.4148623487704721,2.0159625807831185,0.29710282458614334,-0.3330934877409456,0.3100269045492894,0.997534187047995,1.3156696989035994,0.8919502647773377,0.7126855330293334,0.7656991218676479,0.25901040813458454,1.1473479831197744,0.4283672249044733,10.570356472795497,0.12492635920371087,0.12513870846608324,0.12255936201114817,1.0,3.4863670318725095,0.2875,3.173469387755102,61.0,0.5923076923076922,"{""Information Technology"": 0.17508417508417506, ""Consumer Discretionary"": 0.13535353535353536, ""Health Care"": 0.0957912457912458, ""Industrials"": 0.07104377104377103, ""Communication"": 0.06632996632996632, ""Financials"": 0.057744107744107744, ""Materials"": 0.052188552188552194, ""Energy"": 0.035016835016835016, ""Utilities"": 0.02104377104377104, ""Consumer Staples"": 0.012289562289562291, ""Real Estate"": 0.003367003367003367}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.16666666666666663,0.19515446526608282,0.7291666666666666,0.5231481481481481,0.8148148148148148,0.47453703703703703,0.8587962962962963,0.6458333333333334,0.6550925925925926,0.16666666666666663,0.6618981481481481,44,91,91,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap10_sector30_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.1,0.3,0.15,qqq_breadth,QQQ,broad,0.6,0.0,4.466531060881202,0.22873599203717565,-0.3330934877409456,0.29584305850913306,0.8465188300145993,1.0197527400435202,0.6867020835155709,0.22241004310223927,0.6990285631169864,0.2545876038495406,0.7808565798686374,0.3028111829905298,0.9150871872630781,9.465766634522662,-0.021736413852193937,0.4148623487704721,2.0159625807831185,0.29710282458614334,-0.3330934877409456,0.3100269045492894,0.997534187047995,1.3156696989035994,0.8919502647773377,0.7126855330293334,0.7656991218676479,0.25901040813458454,1.1473479831197744,0.4283672249044733,10.570356472795497,0.12492635920371087,0.12513870846608324,0.12255936201114817,1.0,3.4863670318725095,0.2875,3.173469387755102,61.0,0.5923076923076922,"{""Information Technology"": 0.17508417508417506, ""Consumer Discretionary"": 0.13535353535353536, ""Health Care"": 0.0957912457912458, ""Industrials"": 0.07104377104377103, ""Communication"": 0.06632996632996632, ""Financials"": 0.057744107744107744, ""Materials"": 0.052188552188552194, ""Energy"": 0.035016835016835016, ""Utilities"": 0.02104377104377104, ""Consumer Staples"": 0.012289562289562291, ""Real Estate"": 0.003367003367003367}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.16666666666666663,0.19515446526608282,0.7291666666666666,0.5231481481481481,0.8148148148148148,0.47453703703703703,0.8587962962962963,0.6458333333333334,0.6550925925925926,0.16666666666666663,0.6618981481481481,44,91,91,True,,,,,True
v11_liquid_50m_norm_universe_cross_sectional_h12_cap8_sector35_hold15,liquid_50m,False,universe,universe_cross_sectional,12,0.08,0.35,0.15,qqq_breadth,QQQ,broad,0.6,0.0,5.152590665852122,0.2464793093193105,-0.3343235359943969,0.29261041251628866,0.9016608468980192,1.0878045330830077,0.7372478535984418,0.2785172856670368,0.6964570860754078,0.2514079956699904,0.8212455354445479,0.30288915843431663,0.9469294920394238,9.465766634522662,-0.03345110253648842,0.42076314938518644,2.020355349173479,0.2975477668708655,-0.3343235359943968,0.30617582663002973,1.0073134252561606,1.3200399568833268,0.8899994611083927,0.7215745330306053,0.7645012798314031,0.2546452886447671,1.1338457487323825,0.4139445425200625,10.570356472795497,0.1184832864330482,0.11834542222961772,0.12465344156326107,1.0,3.3250846613545813,0.2742,3.1530612244897958,61.0,0.5999999999999999,"{""Information Technology"": 0.20565656565656565, ""Consumer Discretionary"": 0.13323232323232323, ""Health Care"": 0.09303030303030302, ""Industrials"": 0.056767676767676765, ""Communication"": 0.054242424242424245, ""Financials"": 0.04898989898989899, ""Materials"": 0.047070707070707075, ""Energy"": 0.03515151515151515, ""Utilities"": 0.015353535353535354, ""Consumer Staples"": 0.009494949494949494, ""Real Estate"": 0.0016161616161616162}",0.07407407407407407,0.07407407407407407,0.3333333333333333,liquid_50m | universe | 12,0.16666666666666663,0.19559940755080496,0.7361111111111112,0.5231481481481481,0.8148148148148148,0.39814814814814814,0.7199074074074074,0.7222222222222222,0.9212962962962963,0.16666666666666663,0.6611111111111112,46,42,42,True,,,,,True
