strategy,cost_bps_one_way,period,family,universe,normalization,normalization_label,min_adv20_usd,leadership_filter,sector_whitelist,symbol_whitelist,score_template,holdings_count,single_name_cap,sector_cap,hold_bonus,regime_name,benchmark_symbol,breadth_mode,breadth_symbols,soft_defense_exposure,hard_defense_exposure,notes,candidate_label,config_name,risk_on_target_exposure,geometry_note,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Sortino,Calmar,Turnover/Year,Rebalances/Year,Average Names Held,Beta vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,2022 Return,2023+ CAGR,beta_vs_qqq,alpha_ann_vs_qqq,tracking_error_vs_qqq,information_ratio_vs_qqq,up_capture_vs_qqq,down_capture_vs_qqq,rolling_36m_alpha_mean,rolling_36m_alpha_median,rolling_36m_alpha_last,rolling_36m_alpha_positive_ratio,annual_turnover,average_monthly_turnover,average_names_replaced_per_rebalance,median_holding_duration_days,top5_continuity,avg_sector_weights_json
local_stable_neighbor,0.0,2022,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.08,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,local_stable_neighbor,tech_heavy_pullback_balanced_focused_qqq_breadth__single_name_cap_0p08,1.0,Current local stable neighbor from v1.1; single cap lowered from 10% to 8%,2022-01-03,2022-12-30,-0.09541698362822104,-0.09648430038636457,-0.11937869659588174,0.10116112600238021,-0.9444830600843123,-0.8256436287898881,-0.8082204207085725,1.8009556786703607,4.0470914127423825,2.5179282868525896,0.12398338386452391,0.8389788343111515,0.0,0.15438718933469434,-0.09541698362822104,0.4338705529754201,0.12398338386452391,-0.052902065620020124,0.2960688605370384,0.8389788343111515,0.0,0.15438718933469434,,,,,2.364666334661355,0.19500000000000003,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.247070707070707, ""Communication"": 0.21878787878787878}"
local_stable_neighbor,0.0,2023+,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.08,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,local_stable_neighbor,tech_heavy_pullback_balanced_focused_qqq_breadth__single_name_cap_0p08,1.0,Current local stable neighbor from v1.1; single cap lowered from 10% to 8%,2023-01-03,2026-04-02,2.2193896309509102,0.4338705529754201,-0.16367567378477832,0.20447924518474944,1.8715034564010362,2.6522010559198463,2.6507943602292943,2.7308987341772157,11.404430379746836,8.348466257668711,0.6639682953616504,0.6688792523774243,1.042469195465115,0.04386932359210246,-0.09541698362822104,0.4338705529754201,0.6639682953616504,0.20408289079221287,0.16997653468315632,0.6688792523774243,1.042469195465115,0.04386932359210246,0.2028293626677736,0.21067616477448184,0.23492021298107668,1.0,2.364666334661355,0.19500000000000003,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.247070707070707, ""Communication"": 0.21878787878787878}"
local_stable_neighbor,5.0,Full Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.08,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,local_stable_neighbor,tech_heavy_pullback_balanced_focused_qqq_breadth__single_name_cap_0p08,1.0,Current local stable neighbor from v1.1; single cap lowered from 10% to 8%,2018-01-02,2026-04-02,3.5120502910446607,0.20047360531669822,-0.26836001994685865,0.19222934994219013,1.0490042703195785,1.2399954524402432,0.7470323088975642,2.364666334661355,9.094870517928285,6.397299903567984,0.46586197307392224,0.03876931837658004,0.5723520961215851,0.09630945558453634,-0.0962225707211738,0.4319190511353015,0.46586197307392224,0.11135889699671832,0.2021066945046462,0.03876931837658004,0.5723520961215851,0.09630945558453634,0.06113881546615169,0.04226562433883231,0.23369858838999247,0.8218347232752085,2.364666334661355,0.19500000000000003,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.247070707070707, ""Communication"": 0.21878787878787878}"
local_stable_neighbor,5.0,OOS Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.08,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,local_stable_neighbor,tech_heavy_pullback_balanced_focused_qqq_breadth__single_name_cap_0p08,1.0,Current local stable neighbor from v1.1; single cap lowered from 10% to 8%,2022-01-03,2026-04-02,1.8967836903515383,0.2848377435877123,-0.16377679463430528,0.1858418554535311,1.4465118020242989,1.8886846728067557,1.7391825516168038,2.5072645161290326,9.661451612903226,6.975609756097561,0.4249201037022896,0.6972750849744276,0.8510838676551362,0.11598569043876154,-0.0962225707211738,0.4319190511353015,0.4249201037022896,0.21584787227897417,0.20673758232782755,0.6972750849744276,0.8510838676551362,0.11598569043876154,0.16823131252528947,0.16397650213784246,0.23369858838999316,1.0,2.364666334661355,0.19500000000000003,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.247070707070707, ""Communication"": 0.21878787878787878}"
local_stable_neighbor,5.0,2022,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.08,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,local_stable_neighbor,tech_heavy_pullback_balanced_focused_qqq_breadth__single_name_cap_0p08,1.0,Current local stable neighbor from v1.1; single cap lowered from 10% to 8%,2022-01-03,2022-12-30,-0.0962225707211738,-0.09729840556710967,-0.11937869659588152,0.1011671901474457,-0.9532588136972264,-0.8190879190667716,-0.8150399387964703,1.8009556786703607,4.0470914127423825,2.5179282868525896,0.12398950872193787,0.8359609635440062,-0.001120925113252058,0.1553051705711186,-0.0962225707211738,0.4319190511353015,0.12398950872193787,-0.053793504850370606,0.29606880281011283,0.8359609635440062,-0.001120925113252058,0.1553051705711186,,,,,2.364666334661355,0.19500000000000003,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.247070707070707, ""Communication"": 0.21878787878787878}"
local_stable_neighbor,5.0,2023+,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.08,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,local_stable_neighbor,tech_heavy_pullback_balanced_focused_qqq_breadth__single_name_cap_0p08,1.0,Current local stable neighbor from v1.1; single cap lowered from 10% to 8%,2023-01-03,2026-04-02,2.2051958773334692,0.4319190511353015,-0.16377679463430506,0.20447119714720657,1.8648780492043857,2.6417095132197286,2.637242059229011,2.7308987341772157,11.404430379746836,8.348466257668711,0.6639492265361373,0.6608411448789272,1.0397868880366188,0.047529437392078405,-0.0962225707211738,0.4319190511353015,0.6639492265361373,0.20271825324130777,0.1699712728843302,0.6608411448789272,1.0397868880366188,0.047529437392078405,0.2015657526451182,0.20945096420442405,0.23369858838999252,1.0,2.364666334661355,0.19500000000000003,2.2551020408163267,58.0,0.6416666666666666,"{""Information Technology"": 0.247070707070707, ""Communication"": 0.21878787878787878}"
explicit_cash_buffer_control,0.0,Full Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,explicit_cash_buffer_control,tech_heavy_pullback_balanced_focused_qqq_breadth__explicit_cash_buffer_control,0.8,Make the accidental 80% risk_on stock cap explicit while keeping the same two-sector geometry,2018-01-02,2026-04-02,3.3059199494030604,0.19368564106689856,-0.3159996799683372,0.20826039467869611,0.9564416338382448,1.1276066981051682,0.6129298646324757,2.7102714143426296,9.21613545816733,8.736740597878496,0.5150233438560772,0.02633486540517992,0.6113683551454661,0.19039113530906945,-0.12654291786773586,0.3977702197572006,0.5150233438560772,0.09937024464201347,0.20410364293744807,0.02633486540517992,0.6113683551454661,0.19039113530906945,0.04765199828239958,0.04176614722613616,0.19857180462195378,0.8028809704321456,2.7102714143426296,0.2235,2.795918367346939,61.0,0.6472222222222221,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.2656565656565656}"
explicit_cash_buffer_control,0.0,OOS Sample,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,explicit_cash_buffer_control,tech_heavy_pullback_balanced_focused_qqq_breadth__explicit_cash_buffer_control,0.8,Make the accidental 80% risk_on stock cap explicit while keeping the same two-sector geometry,2022-01-03,2026-04-02,1.588729168438527,0.25124358100518474,-0.17720935857000109,0.1972139067807964,1.2393507578325915,1.5716133840646818,1.4177782879674423,3.083024193548388,9.89709677419355,9.151969981238274,0.46579254024260064,0.5799698106623782,0.8425426704111888,0.2119502056636243,-0.12654291786773586,0.3977702197572006,0.46579254024260064,0.18634709479892989,0.2064723554292601,0.5799698106623782,0.8425426704111888,0.2119502056636243,0.11923826302526912,0.10639703914153478,0.19857180462195448,1.0,2.7102714143426296,0.2235,2.795918367346939,61.0,0.6472222222222221,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.2656565656565656}"
explicit_cash_buffer_control,0.0,2022,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,explicit_cash_buffer_control,tech_heavy_pullback_balanced_focused_qqq_breadth__explicit_cash_buffer_control,0.8,Make the accidental 80% risk_on stock cap explicit while keeping the same two-sector geometry,2022-01-03,2022-12-30,-0.12654291786773586,-0.1279330732177888,-0.15833929130315183,0.1182105899021687,-1.0895433403143753,-0.8222442647446078,-0.8079679539101374,2.023545706371192,4.0470914127423825,2.8207171314741037,0.14115144312887773,0.7258228062262594,0.0,0.2057856550563641,-0.12654291786773586,0.3977702197572006,0.14115144312887773,-0.08024786625591872,0.2964152056251174,0.7258228062262594,0.0,0.2057856550563641,,,,,2.7102714143426296,0.2235,2.795918367346939,61.0,0.6472222222222221,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.2656565656565656}"
explicit_cash_buffer_control,0.0,2023+,tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,explicit_cash_buffer_control,tech_heavy_pullback_balanced_focused_qqq_breadth__explicit_cash_buffer_control,0.8,Make the accidental 80% risk_on stock cap explicit while keeping the same two-sector geometry,2023-01-03,2026-04-02,1.9637737461799278,0.3977702197572006,-0.17720935857000109,0.2152795666129559,1.6692600405633908,2.3205126873455053,2.2446343859434137,3.416191983122363,11.712658227848102,11.101840490797546,0.7241167806082731,0.5335521578307736,1.0291062148268346,0.2226828510309879,-0.12654291786773586,0.3977702197572006,0.7241167806082731,0.1645775235401546,0.1693700233155373,0.5335521578307736,1.0291062148268346,0.2226828510309879,0.162237190143495,0.17185689051595793,0.19857180462195384,1.0,2.7102714143426296,0.2235,2.795918367346939,61.0,0.6472222222222221,"{""Information Technology"": 0.2939393939393939, ""Communication"": 0.2656565656565656}"
