family,universe,normalization,normalization_label,min_adv20_usd,leadership_filter,sector_whitelist,symbol_whitelist,score_template,holdings_count,single_name_cap,sector_cap,hold_bonus,regime_name,benchmark_symbol,breadth_mode,breadth_symbols,soft_defense_exposure,hard_defense_exposure,notes,strategy,full_cagr,full_information_ratio_vs_qqq,full_alpha_ann_vs_qqq,oos_cagr,oos_cagr_minus_qqq,oos_alpha_ann_vs_qqq,oos_max_drawdown,oos_rolling_alpha_positive_ratio,return_2022,cagr_2023_plus,annual_turnover,average_names_held,score_oos_cagr_minus_qqq,score_oos_alpha_ratio,score_oos_maxdd,score_2022,score_2023_plus,score_full_ir,score_turnover,score_names_held,complexity_adjustment,robustness_score,full_cagr_rank,robustness_rank,core_viable
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],pullback_tilt,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_pullback_tilt_focused_qqq_breadth,0.17658517543072327,0.01459874812152128,0.07995911123165568,0.2324614199304198,0.13051310151542594,0.1660665889689979,-0.35171079807096717,1.0,-0.18313789686379034,0.3989791899042703,4.371601095617529,9.344262295081966,0.7916666666666666,0.625,0.16666666666666666,0.22916666666666666,0.9166666666666666,0.6458333333333334,0.2916666666666667,0.3541666666666667,0.03,0.589375,19.0,23.0,True
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],pullback_tilt,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_pullback_tilt_diversified_spy_breadth,0.13632143691066023,-0.20905898320878646,0.06044153016696817,0.2019829011753531,0.10003458276035926,0.13751915992442312,-0.2739876333908574,1.0,-0.15117305813123816,0.3379757119500135,4.283684013944223,18.225650916104147,0.5,0.625,0.6458333333333334,0.5416666666666666,0.5833333333333334,0.3333333333333333,0.375,0.7916666666666666,0.03,0.5810416666666667,34.0,24.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_balanced_pullback_diversified_spy_breadth,0.1822549273714935,0.0026289940562752682,0.07340634485896366,0.19086078796669503,0.08891246955170118,0.1193903821469742,-0.27730553868096053,1.0,-0.15592415970332452,0.3240937735345264,3.9067521580345277,20.644165863066537,0.3958333333333333,0.625,0.6041666666666666,0.4583333333333333,0.4583333333333333,0.625,0.5416666666666666,0.9479166666666666,0.03,0.5732291666666667,15.0,25.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],pullback_tilt,12,0.1,0.4,0.05,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_pullback_tilt_focused_spy_breadth,0.1746023997261159,0.01671271214052404,0.068600772185522,0.22109886911363152,0.11915055069863767,0.14956461050427922,-0.33514144477529517,1.0,-0.16718861849510447,0.3739194859783588,5.0749377490039835,10.322082931533268,0.6875,0.625,0.2916666666666667,0.2916666666666667,0.7083333333333334,0.6875,0.14583333333333334,0.4479166666666667,0.03,0.5690625,20.0,26.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],pullback_tilt,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_pullback_tilt_diversified_spy_breadth,0.1573616924340555,-0.11292024186048467,0.05442699852898064,0.19138637570976802,0.08943805729477416,0.12063172375819857,-0.27319407761705583,1.0,-0.17540263382785093,0.3344265935369515,4.4251597775564395,20.644165863066537,0.4166666666666667,0.625,0.6875,0.2708333333333333,0.5416666666666666,0.4166666666666667,0.25,0.9479166666666666,0.03,0.5451041666666667,28.0,27.0,True
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],pullback_tilt,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_pullback_tilt_balanced_spy_breadth,0.14549256842937375,-0.13281769451750033,0.06574370178134117,0.21084003884978997,0.10889172043479611,0.1450467574636063,-0.30722102735415957,1.0,-0.1863392968908839,0.36861960847554753,4.564109188247012,12.15043394406943,0.6041666666666666,0.625,0.4375,0.1875,0.6458333333333334,0.375,0.22916666666666666,0.5416666666666666,0.03,0.5310416666666666,32.0,28.0,True
trend_only_control,leadership_growth,sector,sector,50000000.0,True,[],[],trend_only,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,trend_only_control_diversified_spy_breadth,0.16862954192393143,-0.0582281968400641,0.06106161706593446,0.17687012296333915,0.0749218045483453,0.1078409833010683,-0.2659779014678537,1.0,-0.16374287421299238,0.3075284508620568,3.8885624169986714,20.644165863066537,0.2916666666666667,0.625,0.7291666666666666,0.375,0.3541666666666667,0.5416666666666666,0.5625,0.9479166666666666,0.01,0.5198958333333334,24.0,29.0,True
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],pullback_tilt,12,0.1,0.4,0.05,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_pullback_tilt_focused_spy_breadth,0.15570998431291416,-0.06929291447000234,0.07520243365435483,0.21448597962529536,0.11253766121030151,0.1507815163318152,-0.3517107980709674,1.0,-0.20336870976688148,0.38299959468260947,4.808154880478088,9.112825458052074,0.6458333333333334,0.625,0.14583333333333334,0.14583333333333334,0.8541666666666666,0.4791666666666667,0.16666666666666666,0.2916666666666667,0.03,0.5091666666666667,29.0,30.0,True
tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,tech_heavy_pullback_balanced_diversified_spy_breadth,0.11973097022879475,-0.36375355070853954,0.047352628207669,0.1806832594463379,0.07873494103134404,0.13166093335832693,-0.18245666831749585,1.0,-0.16569064420315194,0.31401670480258703,2.3864940239043824,7.62198649951784,0.3333333333333333,0.625,0.9166666666666666,0.3125,0.3958333333333333,0.2708333333333333,0.8333333333333334,0.23958333333333334,0.0,0.4973958333333333,36.0,31.0,True
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,24,0.06,0.2,0.15,qqq_breadth,QQQ,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_diversified_qqq_breadth,0.06751713925821123,-0.6132129910278407,0.02822745713058826,0.09278391737027425,-0.009164401044719606,0.06508761144201264,-0.15760188507988648,1.0,-0.052430679831973914,0.14185945385941467,0.6038994023904383,3.7941176470588234,0.20833333333333334,0.625,0.9791666666666666,1.0,0.16666666666666666,0.1875,1.0,0.041666666666666664,-0.02,0.49145833333333333,39.0,32.0,False
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,16,0.08,0.3,0.1,qqq_breadth,QQQ,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_balanced_qqq_breadth,0.08247135038095199,-0.5412825353549554,0.03193563963825941,0.10966351558430709,0.007715197169313237,0.07534471372124316,-0.2079146111157204,1.0,-0.0703810294044026,0.1718722790614946,0.7954980079681275,3.7941176470588234,0.22916666666666666,0.625,0.875,0.9791666666666666,0.20833333333333334,0.22916666666666666,0.9791666666666666,0.041666666666666664,-0.02,0.48624999999999996,38.0,33.0,False
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_focused_qqq_breadth,0.09662042583988528,-0.4647390093886291,0.037508142142139204,0.12537128303442735,0.023422964619433495,0.08728466890354347,-0.22586829928002383,1.0,-0.08342133251847061,0.19882598468732504,0.9337400398406374,3.7941176470588234,0.25,0.625,0.7916666666666666,0.9166666666666666,0.25,0.25,0.9375,0.041666666666666664,-0.02,0.47687500000000005,37.0,34.0,False
trend_only_control,leadership_growth,sector,sector,50000000.0,True,[],[],trend_only,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,trend_only_control_balanced_spy_breadth,0.1783654859924486,0.01605151561001935,0.0678331329636196,0.19493870704147676,0.0929903886264829,0.12444839215812446,-0.2973954889316184,0.9967845659163987,-0.15479326771620394,0.3294788780864242,4.126039591633465,13.76277724204436,0.4583333333333333,0.21875,0.53125,0.4791666666666667,0.5208333333333334,0.6666666666666666,0.4583333333333333,0.6979166666666666,0.01,0.47250000000000003,18.0,35.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],balanced_pullback,16,0.08,0.3,0.1,qqq_breadth,QQQ,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_balanced_pullback_balanced_qqq_breadth,0.19978978235526657,0.1142882433911928,0.07894903158296357,0.18735387640682544,0.08540555799183158,0.11751789119682884,-0.31185909686866564,0.9646302250803859,-0.12738046552762528,0.3055440539377958,3.721317853585657,13.76277724204436,0.3541666666666667,0.16666666666666666,0.3958333333333333,0.6458333333333334,0.3125,0.875,0.6666666666666666,0.6979166666666666,0.03,0.46281250000000007,8.0,36.0,True
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_diversified_spy_breadth,0.05027268622155767,-0.7020190013093827,0.009626784682110253,0.0718705915882849,-0.03007772682670895,0.04212073649503933,-0.1576018850798867,1.0,-0.115606942362666,0.13729232028383187,0.8367280876494024,3.901639344262295,0.14583333333333334,0.625,0.9583333333333334,0.8333333333333334,0.14583333333333334,0.10416666666666667,0.9583333333333334,0.10416666666666667,-0.02,0.44666666666666666,42.0,37.0,False
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],pullback_tilt,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_pullback_tilt_balanced_spy_breadth,0.16122406584691995,-0.05972820377118231,0.0578421951262195,0.19144929612620465,0.0895009777112108,0.12256313290507284,-0.3243983575127518,0.9967845659163987,-0.15598568237690147,0.32497950749859106,4.800575821713148,13.76277724204436,0.4375,0.21875,0.375,0.4375,0.4791666666666667,0.5208333333333334,0.1875,0.6979166666666666,0.03,0.4273958333333334,26.0,38.0,True
